ID	loc	Sample_number	Year_collect	Length	Weight	samp	clust
PM_MIR_002	MIR	1521	2017	102	1.103	MIR_2017	clust3
PM_MIR_003	MIR	1522	2017	111	1.757	MIR_2017	clust3
PM_MIR_004	MIR	1523	2017	85	0.554	MIR_2017	clust3
PM_MIR_005	MIR	1524	2017	76	0.592	MIR_2017	clust3
PM_MIR_006	MIR	1525	2017	98	1.261	MIR_2017	clust3
PM_MIR_007	MIR	1526	2017	109	1.647	MIR_2017	clust3
PM_MIR_008	MIR	1527	2017	81	0.606	MIR_2017	clust3
PM_MIR_009	MIR	1528	2017	41	0.047	MIR_2017	clust2
PM_MIR_010	MIR	1529	2017	51	0.117	MIR_2017	clust3
PM_MIR_011	MIR	1530	2017	30	0.033	MIR_2017	clust1
PM_MIR_012	MIR	1531	2017	35	0.044	MIR_2017	clust2
PM_MIR_013	MIR	1532	2017	65	0.358	MIR_2017	clust3
PM_MIR_014	MIR	1533	2017	93	1.088	MIR_2017	clust3
PM_MIR_015	MIR	1534	2017	89	0.811	MIR_2017	clust3
PM_MIR_016	MIR	1535	2017	99	0.989	MIR_2017	clust3
PM_MIR_017	MIR	1536	2017	113	2.367	MIR_2017	clust3
PM_MIR_018	MIR	1537	2017	91	1.073	MIR_2017	clust3
PM_MIR_019	MIR	1538	2017	116	2.148	MIR_2017	clust3
PM_MIR_020	MIR	1539	2017	96	1.106	MIR_2017	clust3
PM_MIR_021	MIR	1540	2017	88	0.863	MIR_2017	clust3
PM_MIR_022	MIR	1541	2017	82	0.833	MIR_2017	clust3
PM_MIR_023	MIR	1542	2017	119	2.211	MIR_2017	clust3
PM_MIR_024	MIR	1543	2017	96	1.084	MIR_2017	clust3
PM_MIR_025	MIR	1544	2017	65	0.266	MIR_2017	clust3
PM_MIR_026	MIR	1545	2017	95	1.201	MIR_2017	clust3
PM_MIR_027	MIR	1546	2017	93	1.145	MIR_2017	clust3
PM_MIR_028	MIR	1547	2017	100	1.868	MIR_2017	clust3
PM_MIR_029	MIR	1548	2017	89	1.007	MIR_2017	clust3
PM_MIR_030	MIR	1549	2017	93	0.935	MIR_2017	clust3
PM_MIR_031	MIR	1550	2017	121	2.284	MIR_2017	clust3
PM_MIR_032	MIR	1551	2017	99	1.539	MIR_2017	clust3
PM_MIR_033	MIR	1552	2017	104	1.848	MIR_2017	clust3
PM_MIR_034	MIR	1553	2017	85	0.718	MIR_2017	clust3
PM_MIR_035	MIR	1554	2017	100	1.115	MIR_2017	clust3
PM_MIR_036	MIR	1555	2017	73	0.428	MIR_2017	clust3
PM_MIR_037	MIR	1556	2017	88	1.131	MIR_2017	clust3
PM_MIR_038	MIR	1557	2017	84	0.635	MIR_2017	clust3
PM_MIR_039	MIR	1558	2017	92	0.797	MIR_2017	clust3
PM_MIR_040	MIR	1559	2017	99	1.506	MIR_2017	clust3
PM_MIR_041	MIR	1560	2017	30	0.024	MIR_2017	clust1
PM_MIR_042	MIR	1561	2017	30	0.035	MIR_2017	clust1
PM_MIR_043	MIR	1562	2017	27	0.019	MIR_2017	clust1
PM_MIR_044	MIR	1563	2017	91	1.006	MIR_2017	clust3
PM_MIR_045	MIR	1564	2017	28	0.019	MIR_2017	clust1
PM_MIR_046	MIR	1565	2017	32	0.027	MIR_2017	clust1
PM_MIR_047	MIR	1566	2017	28	0.023	MIR_2017	clust1
PM_MIR_048	MIR	1567	2017	30	0.028	MIR_2017	clust1
PM_MIR_049	MIR	1568	2017	95	1.04	MIR_2017	clust3
PM_MIR_050	MIR	1569	2017	74	0.383	MIR_2017	clust3
PM_MIR_051	MIR	1570	2017	108	1.64	MIR_2017	clust3
PM_MIR_052	MIR	1571	2017	61	0.27	MIR_2017	clust3
PM_MIR_053	MIR	1572	2017	26	0.016	MIR_2017	clust1
PM_MIR_054	MIR	1573	2017	31	0.032	MIR_2017	clust1
PM_MIR_055	MIR	1574	2017	26	0.019	MIR_2017	clust1
PM_MIR_056	MIR	1575	2017	30	0.023	MIR_2017	clust1
PM_MIR_057	MIR	1576	2017	27	0.023	MIR_2017	clust1
PM_MIR_058	MIR	1577	2017	35	0.035	MIR_2017	clust2
PM_MIR_059	MIR	1578	2017	37	0.053	MIR_2017	clust2
PM_MIR_060	MIR	1579	2017	31	0.022	MIR_2017	clust1
PM_MIR_061	MIR	1580	2017	29	0.016	MIR_2017	clust1
PM_MIR_062	MIR	1581	2017	28	0.013	MIR_2017	clust1
PM_MIR_063	MIR	1582	2017	59	0.215	MIR_2017	clust3
PM_MIR_064	MIR	1583	2017	28	0.018	MIR_2017	clust1
PM_MIR_065	MIR	1584	2017	34	0.04	MIR_2017	clust1
PM_MIR_066	MIR	1585	2017	33	0.028	MIR_2017	clust1
PM_MIR_067	MIR	1586	2017	33	0.024	MIR_2017	clust1
PM_MIR_068	MIR	1587	2017	27	0.015	MIR_2017	clust1
PM_MIR_069	MIR	1588	2017	25	0.015	MIR_2017	clust1
PM_MIR_070	MIR	1589	2017	26	0.011	MIR_2017	clust1
PM_MIR_071	MIR	1590	2017	26	0.013	MIR_2017	clust1
PM_MIR_072	MIR	1591	2017	30	0.013	MIR_2017	clust1
PM_MIR_073	MIR	1592	2017	37	0.048	MIR_2017	clust2
PM_MIR_074	MIR	1593	2017	45	0.107	MIR_2017	clust2
PM_MIR_075	MIR	1594	2017	33	0.02	MIR_2017	clust1
PM_MIR_076	MIR	1595	2017	34	0.034	MIR_2017	clust1
PM_MIR_077	MIR	1596	2017	40	0.071	MIR_2017	clust2
PM_MIR_078	MIR	1597	2017	38	0.043	MIR_2017	clust2
PM_MIR_079	MIR	1598	2017	33	0.038	MIR_2017	clust1
PM_MIR_080	MIR	1599	2017	36	0.05	MIR_2017	clust2
PM_MIR_081	MIR	1600	2017	30	0.025	MIR_2017	clust1
PM_MIR_082	MIR	1601	2017	37	0.057	MIR_2017	clust2
PM_MIR_083	MIR	1602	2017	35	0.047	MIR_2017	clust2
PM_MIR_084	MIR	1603	2017	41	0.06	MIR_2017	clust2
PM_MIR_085	MIR	1604	2017	35	0.049	MIR_2017	clust2
PM_MIR_086	MIR	1605	2017	32	0.025	MIR_2017	clust1
PM_MIR_087	MIR	1606	2017	29	0.028	MIR_2017	clust1
PM_MIR_088	MIR	1607	2017	37	0.053	MIR_2017	clust2
PM_MIR_089	MIR	1608	2017	33	0.039	MIR_2017	clust1
PM_MIR_090	MIR	1609	2017	33	0.045	MIR_2017	clust1
PM_MIR_091	MIR	1610	2017	30	0.025	MIR_2017	clust1
PM_MIR_092	MIR	1611	2017	41	0.101	MIR_2017	clust2
PM_MIR_093	MIR	1612	2017	35	0.069	MIR_2017	clust2
PM_MIR_094	MIR	1613	2017	24	0.016	MIR_2017	clust1
PM_MIR_095	MIR	1614	2017	35	0.038	MIR_2017	clust2
PM_MIR_096	MIR	1615	2017	42	0.086	MIR_2017	clust2
PM_MIR_097	MIR	1616	2017	61	0.391	MIR_2017	clust3
PM_MIR_098	MIR	1617	2017	31	0.042	MIR_2017	clust1
PM_MIR_099	MIR	1618	2017	36	0.051	MIR_2017	clust2
PM_MIR_100	MIR	1619	2017	37	0.066	MIR_2017	clust2
PM_MIR_101	MIR	1620	2017	37	0.073	MIR_2017	clust2
PM_MIR_102	MIR	1621	2017	67	0.264	MIR_2017	clust3
PM_MIR_103	MIR	1622	2017	64	0.286	MIR_2017	clust3
PM_MIR_104	MIR	1623	2017	29	0.017	MIR_2017	clust1
PM_MIR_105	MIR	1624	2017	38	0.068	MIR_2017	clust2
PM_MIR_106	MIR	1625	2017	30	0.02	MIR_2017	clust1
PM_MIR_107	MIR	1626	2017	44	0.093	MIR_2017	clust2
PM_MIR_108	MIR	1627	2017	38	0.044	MIR_2017	clust2
PM_MIR_109	MIR	1628	2017	26	0.01	MIR_2017	clust1
PM_MIR_110	MIR	1629	2017	36	0.034	MIR_2017	clust2
PM_MIR_111	MIR	1630	2017	35	0.04	MIR_2017	clust2
PM_MIR_112	MIR	1631	2017	42	0.073	MIR_2017	clust2
PM_MIR_113	MIR	1632	2017	34	0.029	MIR_2017	clust1
PM_MIR_114	MIR	1633	2017	34	0.031	MIR_2017	clust1
PM_MIR_115	MIR	1634	2017	37	0.048	MIR_2017	clust2
PM_MIR_116	MIR	1635	2017	43	0.09	MIR_2017	clust2
PM_MIR_117	MIR	1636	2017	31	0.015	MIR_2017	clust1
PM_MIR_118	MIR	1637	2017	37	0.057	MIR_2017	clust2
PM_MIR_119	MIR	1638	2017	39	0.044	MIR_2017	clust2
PM_MIR_120	MIR	1639	2017	28	0.01	MIR_2017	clust1
PM_MIR_121	MIR	1640	2017	34	0.02	MIR_2017	clust1
PM_MIR_122	MIR	1641	2017	31	0.021	MIR_2017	clust1
PM_MIR_123	MIR	1642	2017	36	0.032	MIR_2017	clust2
PM_MIR_124	MIR	1643	2017	33	0.022	MIR_2017	clust1
PM_MIR_125	MIR	1644	2017	42	0.059	MIR_2017	clust2
PM_MIR_126	MIR	1645	2017	30	0.022	MIR_2017	clust1
PM_MIR_127	MIR	1646	2017	37	0.036	MIR_2017	clust2
PM_MIR_128	MIR	1647	2017	29	0.017	MIR_2017	clust1
PM_MIR_129	MIR	1648	2017	31	0.026	MIR_2017	clust1
PM_MIR_130	MIR	1649	2017	30	0.029	MIR_2017	clust1
PM_MIR_131	MIR	1650	2017	39	0.058	MIR_2017	clust2
PM_MIR_132	MIR	1651	2017	29	0.025	MIR_2017	clust1
PM_MIR_133	MIR	1652	2017	38	0.06	MIR_2017	clust2
PM_MIR_134	MIR	1653	2017	28	0.017	MIR_2017	clust1
PM_MIR_135	MIR	1654	2017	33	0.028	MIR_2017	clust1
PM_MIR_136	MIR	1655	2017	29	0.024	MIR_2017	clust1
PM_MIR_137	MIR	1656	2017	32	0.03	MIR_2017	clust1
PM_MIR_138	MIR	1657	2017	26	0.012	MIR_2017	clust1
PM_MIR_139	MIR	1658	2017	40	0.069	MIR_2017	clust2
PM_MIR_140	MIR	1659	2017	27	0.031	MIR_2017	clust1
PM_MIR_141	MIR	1660	2017	25	0.016	MIR_2017	clust1
PM_MIR_142	MIR	1661	2017	30	0.018	MIR_2017	clust1
PM_MIR_143	MIR	1662	2017	29	0.014	MIR_2017	clust1
PM_MIR_144	MIR	1663	2017	30	0.021	MIR_2017	clust1
PM_MIR_145	MIR	1664	2017	28	0.018	MIR_2017	clust1
PM_MIR_146	MIR	1665	2017	37	0.042	MIR_2017	clust2
PM_MIR_147	MIR	1666	2017	32	0.033	MIR_2017	clust1
PM_MIR_148	MIR	1667	2017	34	0.026	MIR_2017	clust1
PM_MIR_149	MIR	1668	2017	31	0.028	MIR_2017	clust1
PM_MIR_150	MIR	1669	2017	33	0.03	MIR_2017	clust1
PM_MIR_151	MIR	1670	2017	32	0.021	MIR_2017	clust1
PM_MIR_152	MIR	1671	2017	32	0.026	MIR_2017	clust1
PM_MIR_153	MIR	1672	2017	25	0.011	MIR_2017	clust1
PM_MIR_154	MIR	1673	2017	29	0.008	MIR_2017	clust1
PM_MIR_155	MIR	1674	2017	29	0.017	MIR_2017	clust1
PM_MIR_156	MIR	1675	2017	28	0.016	MIR_2017	clust1
PM_MIR_157	MIR	1676	2017	31	0.024	MIR_2017	clust1
PM_MIR_158	MIR	1677	2017	32	0.025	MIR_2017	clust1
PM_MIR_159	MIR	1678	2017	31	0.012	MIR_2017	clust1
PM_MIR_160	MIR	1679	2017	38	0.042	MIR_2017	clust2
PM_MIR_161	MIR	1680	2017	30	0.022	MIR_2017	clust1
PM_MIR_162	MIR	1681	2017	27	0.01	MIR_2017	clust1
PM_MIR_163	MIR	1682	2017	43	0.101	MIR_2017	clust2
PM_MIR_164	MIR	1683	2017	32	0.034	MIR_2017	clust1
PM_MIR_165	MIR	1684	2017	31	0.017	MIR_2017	clust1
PM_MIR_166	MIR	1685	2017	28	0.014	MIR_2017	clust1
PM_MIR_167	MIR	1686	2017	33	0.035	MIR_2017	clust1
PM_MIR_168	MIR	1687	2017	31	0.034	MIR_2017	clust1
PM_MIR_169	MIR	1688	2017	27	0.017	MIR_2017	clust1
PM_MIR_170	MIR	1689	2017	30	0.02	MIR_2017	clust1
PM_MIR_171	MIR	1690	2017	30	0.017	MIR_2017	clust1
PM_MIR_172	MIR	1691	2017	27	0.015	MIR_2017	clust1
PM_MIR_173	MIR	1692	2017	29	0.021	MIR_2017	clust1
PM_MIR_174	MIR	1693	2017	31	0.024	MIR_2017	clust1
PM_MIR_175	MIR	1694	2017	102	1.755	MIR_2017	clust3
PM_MIR_176	MIR	1695	2017	94	1.11	MIR_2017	clust3
PM_MIR_177	MIR	1696	2017	102	1.342	MIR_2017	clust3
PM_MIR_178	MIR	1697	2017	85	0.68	MIR_2017	clust3
PM_MIR_179	MIR	1698	2017	90	0.924	MIR_2017	clust3
PM_MIR_180	MIR	1699	2017	100	1.459	MIR_2017	clust3
PM_MIR_181	MIR	1700	2017	91	1.135	MIR_2017	clust3
PM_MIR_182	MIR	1701	2017	87	0.885	MIR_2017	clust3
PM_MIR_183	MIR	1702	2017	93	0.99	MIR_2017	clust3
PM_MIR_184	MIR	1703	2017	41	0.111	MIR_2017	clust2
PM_MIR_185	MIR	1704	2017	32	0.025	MIR_2017	clust1
PM_MIR_186	MIR	1705	2017	36	0.05	MIR_2017	clust2
PM_MIR_187	MIR	1706	2017	30	0.024	MIR_2017	clust1
PM_MIR_188	MIR	1707	2017	40	0.065	MIR_2017	clust2
PM_MIR_189	MIR	1708	2017	32	0.026	MIR_2017	clust1
PM_MIR_190	MIR	1709	2017	35	0.032	MIR_2017	clust2
PM_MIR_191	MIR	1710	2017	37	0.05	MIR_2017	clust2
PM_MIR_192	MIR	1711	2017	30	0.012	MIR_2017	clust1
PM_MIR_193	MIR	1712	2017	41	0.049	MIR_2017	clust2
PM_MIR_194	MIR	1713	2017	30	0.019	MIR_2017	clust1
PM_MIR_195	MIR	1714	2017	26	0.01	MIR_2017	clust1
PM_MIR_196	MIR	1715	2017	34	0.023	MIR_2017	clust1
PM_MIR_197	MIR	1716	2017	33	0.024	MIR_2017	clust1
PM_MIR_198	MIR	1717	2017	34	0.043	MIR_2017	clust1
PM_MIR_199	MIR	1718	2017	27	0.018	MIR_2017	clust1
PM_MIR_200	MIR	1719	2017	24	0.011	MIR_2017	clust1
PM_MIR_201	MIR	1720	2017	34	0.027	MIR_2017	clust1
PM_MIR_202	MIR	1721	2017	29	0.012	MIR_2017	clust1
PM_MIR_203	MIR	1722	2017	42	0.074	MIR_2017	clust2
PM_MIR_204	MIR	1723	2017	31	0.024	MIR_2017	clust1
PM_MIR_205	MIR	1724	2017	27	0.008	MIR_2017	clust1
PM_MIR_206	MIR	1725	2017	22	0.007	MIR_2017	clust1
PM_MIR_207	MIR	1726	2017	32	0.024	MIR_2017	clust1
PM_MIR_208	MIR	1727	2017	33	0.026	MIR_2017	clust1
PM_MIR_209	MIR	1728	2017	27	0.015	MIR_2017	clust1
PM_MIR_210	MIR	1729	2017	30	0.013	MIR_2017	clust1
PM_MIR_211	MIR	1730	2017	32	0.02	MIR_2017	clust1
PM_MIR_212	MIR	1731	2017	29	0.014	MIR_2017	clust1
PM_MIR_213	MIR	1732	2017	26	0.009	MIR_2017	clust1
PM_MIR_214	MIR	1733	2017	30	0.019	MIR_2017	clust1
PM_MIR_215	MIR	1734	2017	31	0.024	MIR_2017	clust1
PM_MIR_216	MIR	1735	2017	35	0.049	MIR_2017	clust2
PM_MIR_217	MIR	1736	2017	38	0.048	MIR_2017	clust2
PM_MIR_218	MIR	1737	2017	38	0.055	MIR_2017	clust2
PM_MIR_219	MIR	1738	2017	35	0.03	MIR_2017	clust2
PM_MIR_220	MIR	1739	2017	26	0.01	MIR_2017	clust1
PM_MIR_221	MIR	1740	2017	34	0.033	MIR_2017	clust1
PM_MIR_222	MIR	1741	2017	31	0.018	MIR_2017	clust1
PM_MIR_223	MIR	1742	2017	27	0.014	MIR_2017	clust1
PM_MIR_224	MIR	1743	2017	42	0.064	MIR_2017	clust2
PM_MIR_225	MIR	1744	2017	30	0.014	MIR_2017	clust1
PM_MIR_226	MIR	1745	2017	35	0.043	MIR_2017	clust2
PM_MIR_227	MIR	1746	2017	32	0.019	MIR_2017	clust1
PM_MIR_228	MIR	1747	2017	28	0.012	MIR_2017	clust1
PM_MIR_229	MIR	1748	2017	33	0.021	MIR_2017	clust1
PM_MIR_230	MIR	1749	2017	30	0.012	MIR_2017	clust1
PM_MIR_231	MIR	1750	2017	32	0.033	MIR_2017	clust1
PM_MIR_232	MIR	1751	2017	33	0.029	MIR_2017	clust1
PM_MIR_233	MIR	1752	2017	30	0.023	MIR_2017	clust1
PM_MIR_234	MIR	1753	2017	33	0.029	MIR_2017	clust1
PM_MIR_235	MIR	1754	2017	28	0.005	MIR_2017	clust1
PM_MIR_236	MIR	1755	2017	31	0.013	MIR_2017	clust1
PM_MIR_237	MIR	1756	2017	34	0.044	MIR_2017	clust1
PM_MIR_238	MIR	1757	2017	28	0.012	MIR_2017	clust1
PM_MIR_239	MIR	1758	2017	32	0.028	MIR_2017	clust1
PM_MIR_240	MIR	1759	2017	31	0.016	MIR_2017	clust1
PM_MIR_241	MIR	1760	2017	30	0.015	MIR_2017	clust1
PM_MIR_242	MIR	1761	2017	29	0.011	MIR_2017	clust1
PM_MIR_243	MIR	1762	2017	28	0.011	MIR_2017	clust1
PM_MIR_244	MIR	1763	2017	28	0.011	MIR_2017	clust1
PM_MIR_245	MIR	1764	2017	36	0.046	MIR_2017	clust2
PM_MIR_246	MIR	1765	2017	27	0.014	MIR_2017	clust1
PM_MIR_247	MIR	1766	2017	32	0.021	MIR_2017	clust1
PM_MIR_248	MIR	1767	2017	26	0.013	MIR_2017	clust1
PM_MIR_249	MIR	1768	2017	35	0.034	MIR_2017	clust2
PM_MIR_250	MIR	1769	2017	36	0.033	MIR_2017	clust2
PM_MIR_251	MIR	1770	2017	36	0.046	MIR_2017	clust2
PM_MIR_252	MIR	1771	2017	34	0.03	MIR_2017	clust1
PM_MIR_253	MIR	1772	2017	31	0.017	MIR_2017	clust1
PM_MIR_254	MIR	1773	2017	32	0.02	MIR_2017	clust1
PM_MIR_255	MIR	1774	2017	30	0.013	MIR_2017	clust1
PM_MIR_256	MIR	1775	2017	25	0.005	MIR_2017	clust1
PM_MIR_257	MIR	1776	2017	29	0.014	MIR_2017	clust1
PM_MIR_258	MIR	1777	2017	26	0.006	MIR_2017	clust1
PM_MIR_259	MIR	1778	2017	33	0.021	MIR_2017	clust1
PM_MIR_260	MIR	1779	2017	30	0.014	MIR_2017	clust1
PM_MIR_261	MIR	1780	2017	30	0.018	MIR_2017	clust1
PM_MIR_262	MIR	1781	2017	31	0.016	MIR_2017	clust1
PM_MIR_263	MIR	1782	2017	28	0.015	MIR_2017	clust1
PM_MIR_264	MIR	1783	2017	28	0.014	MIR_2017	clust1
PM_MIR_265	MIR	1784	2017	27	0.014	MIR_2017	clust1
PM_MIR_266	MIR	1785	2017	27	0.017	MIR_2017	clust1
PM_MIR_267	MIR	1786	2017	29	0.016	MIR_2017	clust1
PM_MIR_268	MIR	1787	2017	28	0.009	MIR_2017	clust1
PM_MIR_269	MIR	1788	2017	31	0.02	MIR_2017	clust1
PM_MIR_270	MIR	1789	2017	30	0.02	MIR_2017	clust1
PM_MIR_271	MIR	1790	2017	31	0.021	MIR_2017	clust1
PM_MIR_272	MIR	1791	2017	33	0.021	MIR_2017	clust1
PM_MIR_273	MIR	1792	2017	27	0.018	MIR_2017	clust1
PM_MIR_274	MIR	1793	2017	33	0.023	MIR_2017	clust1
PM_MIR_275	MIR	1794	2017	38	0.048	MIR_2017	clust2
PM_MIR_276	MIR	1795	2017	30	0.015	MIR_2017	clust1
PM_MIR_277	MIR	1796	2017	33	0.034	MIR_2017	clust1
PM_MIR_278	MIR	1797	2017	30	0.018	MIR_2017	clust1
PM_MIR_279	MIR	1798	2017	35	0.044	MIR_2017	clust2
PM_MIR_280	MIR	1799	2017	33	0.02	MIR_2017	clust1
PM_MIR_281	MIR	1800	2017	32	0.023	MIR_2017	clust1
PM_MIR_282	MIR	1801	2017	39	0.05	MIR_2017	clust2
PM_MIR_283	MIR	1802	2017	28	0.011	MIR_2017	clust1
PM_MIR_284	MIR	1803	2017	29	0.012	MIR_2017	clust1
PM_MIR_285	MIR	1804	2017	24	0.006	MIR_2017	clust1
PM_MIR_286	MIR	1805	2017	28	0.017	MIR_2017	clust1
PM_MIR_287	MIR	1806	2017	31	0.019	MIR_2017	clust1
PM_MIR_288	MIR	1807	2017	27	0.017	MIR_2017	clust1
PM_MIR_289	MIR	1808	2017	32	0.021	MIR_2017	clust1
PM_MIR_290	MIR	1809	2017	25	0.008	MIR_2017	clust1
PM_MIR_291	MIR	1810	2017	34	0.019	MIR_2017	clust1
PM_MIR_292	MIR	1811	2017	28	0.012	MIR_2017	clust1
PM_MIR_293	MIR	1812	2017	35	0.036	MIR_2017	clust2
PM_MIR_294	MIR	1813	2017	32	0.012	MIR_2017	clust1
PM_MIR_295	MIR	1814	2017	26	0.006	MIR_2017	clust1
PM_MIR_296	MIR	1815	2017	28	0.017	MIR_2017	clust1
PM_MIR_297	MIR	1816	2017	24	0.009	MIR_2017	clust1
PM_MIR_298	MIR	1817	2017	37	0.051	MIR_2017	clust2
PM_MIR_299	MIR	1818	2017	25	0.013	MIR_2017	clust1
PM_MIR_300	MIR	1819	2017	33	0.018	MIR_2017	clust1
PM_MIR_301	MIR	1820	2017	30	0.029	MIR_2017	clust1
PM_MIR_302	MIR	1821	2017	30	0.02	MIR_2017	clust1
PM_MIR_303	MIR	1822	2017	33	0.019	MIR_2017	clust1
PM_MIR_304	MIR	1823	2017	24	0.006	MIR_2017	clust1
PM_MIR_305	MIR	1824	2017	33	0.018	MIR_2017	clust1
PM_MIR_306	MIR	1825	2017	32	0.025	MIR_2017	clust1
PM_MIR_307	MIR	1826	2017	41	0.081	MIR_2017	clust2
PM_MIR_308	MIR	1827	2017	31	0.023	MIR_2017	clust1
PM_MIR_309	MIR	1828	2017	30	0.019	MIR_2017	clust1
PM_MIR_310	MIR	1829	2017	33	0.02	MIR_2017	clust1
PM_MIR_311	MIR	1830	2017	36	0.049	MIR_2017	clust2
PM_MIR_312	MIR	1831	2017	27	0.011	MIR_2017	clust1
PM_MIR_313	MIR	1832	2017	31	0.024	MIR_2017	clust1
PM_MIR_314	MIR	1833	2017	28	0.013	MIR_2017	clust1
PM_MIR_315	MIR	1834	2017	27	0.01	MIR_2017	clust1
PM_MIR_316	MIR	1835	2017	31	0.028	MIR_2017	clust1
PM_MIR_317	MIR	1836	2017	30	0.021	MIR_2017	clust1
PM_MIR_318	MIR	1837	2017	28	0.014	MIR_2017	clust1
PM_MIR_319	MIR	1838	2017	31	0.023	MIR_2017	clust1
PM_MIR_320	MIR	1839	2017	22	0.006	MIR_2017	clust1
PM_MIR_321	MIR	1840	2017	31	0.021	MIR_2017	clust1
PM_MIR_322	MIR	1841	2017	34	0.023	MIR_2017	clust1
PM_MIR_323	MIR	1842	2017	30	0.015	MIR_2017	clust1
PM_MIR_324	MIR	1843	2017	36	0.047	MIR_2017	clust2
PM_MIR_325	MIR	1844	2017	32	0.019	MIR_2017	clust1
PM_MIR_326	MIR	1845	2017	32	0.021	MIR_2017	clust1
PM_MIR_327	MIR	1846	2017	31	0.014	MIR_2017	clust1
PM_MIR_328	MIR	1847	2017	32	0.029	MIR_2017	clust1
PM_MIR_329	MIR	1848	2017	26	0.009	MIR_2017	clust1
PM_MIR_330	MIR	1849	2017	28	0.015	MIR_2017	clust1
PM_MIR_331	MIR	1850	2017	34	0.035	MIR_2017	clust1
PM_MIR_332	MIR	1851	2017	29	0.016	MIR_2017	clust1
PM_MIR_333	MIR	1852	2017	27	0.014	MIR_2017	clust1
PM_MIR_334	MIR	1853	2017	32	0.023	MIR_2017	clust1
PM_MIR_335	MIR	1854	2017	31	0.026	MIR_2017	clust1
PM_MIR_336	MIR	1855	2017	33	0.024	MIR_2017	clust1
PM_MIR_337	MIR	1856	2017	31	0.028	MIR_2017	clust1
PM_MIR_338	MIR	1857	2017	31	0.027	MIR_2017	clust1
PM_MIR_339	MIR	1858	2017	27	0.008	MIR_2017	clust1
PM_MIR_340	MIR	1859	2017	36	0.028	MIR_2017	clust2
PM_MIR_341	MIR	1860	2017	37	0.048	MIR_2017	clust2
PM_MIR_342	MIR	1861	2017	28	0.009	MIR_2017	clust1
PM_MIR_343	MIR	1862	2017	33	0.023	MIR_2017	clust1
PM_MIR_344	MIR	1863	2017	29	0.02	MIR_2017	clust1
PM_MIR_345	MIR	1864	2017	33	0.026	MIR_2017	clust1
PM_MIR_346	MIR	1865	2017	31	0.016	MIR_2017	clust1
PM_MIR_347	MIR	1866	2017	25	0.005	MIR_2017	clust1
PM_MIR_348	MIR	1867	2017	38	0.054	MIR_2017	clust2
PM_MIR_349	MIR	1868	2017	35	0.031	MIR_2017	clust2
PM_MIR_350	MIR	1869	2017	31	0.018	MIR_2017	clust1
PM_MIR_351	MIR	1870	2017	28	0.015	MIR_2017	clust1
PM_MIR_352	MIR	1871	2017	32	0.021	MIR_2017	clust1
PM_MIR_353	MIR	1872	2017	38	0.066	MIR_2017	clust2
PM_MIR_354	MIR	1873	2017	35	0.037	MIR_2017	clust2
PM_MIR_355	MIR	1874	2017	33	0.017	MIR_2017	clust1
PM_MIR_356	MIR	1875	2017	37	0.052	MIR_2017	clust2
PM_MIR_357	MIR	1876	2017	30	0.009	MIR_2017	clust1
PM_MIR_358	MIR	1877	2017	30	0.013	MIR_2017	clust1
PM_MIR_359	MIR	1878	2017	37	0.031	MIR_2017	clust2
PM_MIR_360	MIR	1879	2017	30	0.018	MIR_2017	clust1
PM_MIR_361	MIR	1880	2017	29	0.008	MIR_2017	clust1
PM_MIR_362	MIR	1881	2017	40	0.047	MIR_2017	clust2
PM_MIR_363	MIR	1882	2017	23	0.008	MIR_2017	clust1
PM_MIR_364	MIR	1883	2017	29	0.013	MIR_2017	clust1
PM_MIR_365	MIR	1884	2017	25	0.013	MIR_2017	clust1
PM_MIR_366	MIR	1885	2017	27	0.012	MIR_2017	clust1
PM_MIR_367	MIR	1886	2017	33	0.022	MIR_2017	clust1
PM_MIR_368	MIR	1887	2017	35	0.036	MIR_2017	clust2
PM_MIR_369	MIR	1888	2017	30	0.014	MIR_2017	clust1
PM_MIR_370	MIR	1889	2017	30	0.019	MIR_2017	clust1
PM_MIR_371	MIR	1890	2017	26	0.01	MIR_2017	clust1
PM_MIR_372	MIR	1891	2017	33	0.024	MIR_2017	clust1
PM_MIR_373	MIR	1892	2017	31	0.012	MIR_2017	clust1
PM_MIR_374	MIR	1893	2017	31	0.018	MIR_2017	clust1
PM_MIR_375	MIR	1894	2017	37	0.05	MIR_2017	clust2
PM_MIR_376	MIR	1895	2017	30	0.015	MIR_2017	clust1
PM_MIR_377	MIR	1896	2017	29	0.014	MIR_2017	clust1
PM_MIR_378	MIR	1897	2017	27	0.016	MIR_2017	clust1
PM_MIR_379	MIR	1898	2017	31	0.015	MIR_2017	clust1
PM_MIR_380	MIR	1899	2017	40	0.087	MIR_2017	clust2
PM_MIR_381	MIR	1900	2017	35	0.032	MIR_2017	clust2
PM_MIR_382	MIR	1901	2017	30	0.012	MIR_2017	clust1
PM_MIR_383	MIR	1902	2017	30	0.029	MIR_2017	clust1
PM_MIR_384	MIR	1903	2017	28	0.02	MIR_2017	clust1
PM_MIR_385	MIR	1904	2017	34	0.031	MIR_2017	clust1
PM_MIR_386	MIR	1905	2017	28	0.023	MIR_2017	clust1
PM_MIR_387	MIR	1906	2017	28	0.009	MIR_2017	clust1
PM_MIR_388	MIR	1907	2017	31	0.027	MIR_2017	clust1
PM_MIR_389	MIR	1908	2017	35	0.019	MIR_2017	clust2
