ID	loc	Sample_number	Year_collect	Length	Weight	samp	clust
PM_MIR_390	MIR	1909	2017	31	0.018	MIR_2017	clust1
PM_MIR_391	MIR	1910	2017	31	0.013	MIR_2017	clust1
PM_MIR_392	MIR	1911	2017	28	0.012	MIR_2017	clust1
PM_MIR_393	MIR	1912	2017	26	0.008	MIR_2017	clust1
PM_MIR_394	MIR	1913	2017	30	0.013	MIR_2017	clust1
PM_MIR_395	MIR	1914	2017	26	0.008	MIR_2017	clust1
PM_MIR_396	MIR	1915	2017	33	0.032	MIR_2017	clust1
PM_MIR_397	MIR	1916	2017	40	0.072	MIR_2017	clust2
PM_MIR_398	MIR	1917	2017	28	0.018	MIR_2017	clust1
PM_MIR_399	MIR	1918	2017	29	0.01	MIR_2017	clust1
PM_MIR_400	MIR	1919	2017	32	0.023	MIR_2017	clust1
PM_MIR_401	MIR	1920	2017	25	0.005	MIR_2017	clust1
PM_MIR_402	MIR	1921	2017	33	0.025	MIR_2017	clust1
PM_MIR_403	MIR	1922	2017	27	0.016	MIR_2017	clust1
PM_MIR_404	MIR	1923	2017	27	0.015	MIR_2017	clust1
PM_MIR_405	MIR	1924	2017	28	0.012	MIR_2017	clust1
PM_MIR_406	MIR	1925	2017	28	0.021	MIR_2017	clust1
PM_MIR_407	MIR	1926	2017	35	0.03	MIR_2017	clust2
PM_MIR_408	MIR	1927	2017	31	0.021	MIR_2017	clust1
PM_MIR_409	MIR	1928	2017	34	0.066	MIR_2017	clust1
PM_MIR_410	MIR	1929	2017	36	0.04	MIR_2017	clust2
PM_MIR_411	MIR	1930	2017	27	0.012	MIR_2017	clust1
PM_MIR_412	MIR	1931	2017	38	0.043	MIR_2017	clust2
PM_MIR_413	MIR	1932	2017	35	0.042	MIR_2017	clust2
PM_MIR_414	MIR	1933	2017	25	0.008	MIR_2017	clust1
PM_MIR_415	MIR	1934	2017	35	0.022	MIR_2017	clust2
PM_MIR_416	MIR	1935	2017	22	0.007	MIR_2017	clust1
PM_MIR_417	MIR	1936	2017	33	0.034	MIR_2017	clust1
PM_MIR_418	MIR	1937	2017	36	0.04	MIR_2017	clust2
PM_MIR_419	MIR	1938	2017	31	0.023	MIR_2017	clust1
PM_MIR_420	MIR	1939	2017	25	0.011	MIR_2017	clust1
PM_MIR_421	MIR	1940	2017	27	0.011	MIR_2017	clust1
PM_MIR_422	MIR	1941	2017	37	0.026	MIR_2017	clust2
PM_MIR_423	MIR	1942	2017	34	0.04	MIR_2017	clust1
PM_MIR_424	MIR	1943	2017	28	0.014	MIR_2017	clust1
PM_MIR_425	MIR	1944	2017	35	0.029	MIR_2017	clust2
PM_MIR_426	MIR	1945	2017	32	0.023	MIR_2017	clust1
PM_MIR_427	MIR	1946	2017	29	0.018	MIR_2017	clust1
PM_MIR_428	MIR	1947	2017	28	0.013	MIR_2017	clust1
PM_MIR_429	MIR	1948	2017	29	0.014	MIR_2017	clust1
PM_MIR_430	MIR	1949	2017	35	0.027	MIR_2017	clust2
PM_MIR_431	MIR	1950	2017	31	0.014	MIR_2017	clust1
PM_MIR_432	MIR	1951	2017	31	0.022	MIR_2017	clust1
PM_MIR_433	MIR	1952	2017	33	0.015	MIR_2017	clust1
PM_MIR_434	MIR	1953	2017	27	0.008	MIR_2017	clust1
PM_MIR_435	MIR	1954	2017	34	0.039	MIR_2017	clust1
PM_MIR_436	MIR	1955	2017	28	0.014	MIR_2017	clust1
PM_MIR_437	MIR	1956	2017	26	0.008	MIR_2017	clust1
PM_MIR_438	MIR	1957	2017	31	0.02	MIR_2017	clust1
PM_MIR_439	MIR	1958	2017	27	0.013	MIR_2017	clust1
PM_MIR_440	MIR	1959	2017	27	0.009	MIR_2017	clust1
PM_MIR_441	MIR	1960	2017	24	0.007	MIR_2017	clust1
PM_MIR_442	MIR	1961	2017	28	0.013	MIR_2017	clust1
PM_MIR_443	MIR	1962	2017	28	0.014	MIR_2017	clust1
PM_MIR_444	MIR	1963	2017	33	0.017	MIR_2017	clust1
PM_MIR_445	MIR	1964	2017	31	0.025	MIR_2017	clust1
PM_MIR_446	MIR	1965	2017	30	0.018	MIR_2017	clust1
PM_MIR_447	MIR	1966	2017	27	0.01	MIR_2017	clust1
PM_MIR_448	MIR	1967	2017	35	0.031	MIR_2017	clust2
PM_MIR_449	MIR	1968	2017	33	0.02	MIR_2017	clust1
PM_MIR_450	MIR	1969	2017	28	0.008	MIR_2017	clust1
PM_MIR_451	MIR	1970	2017	31	0.02	MIR_2017	clust1
PM_MIR_452	MIR	1971	2017	30	0.02	MIR_2017	clust1
PM_MIR_453	MIR	1972	2017	30	0.015	MIR_2017	clust1
PM_MIR_454	MIR	1973	2017	36	0.038	MIR_2017	clust2
PM_MIR_455	MIR	1974	2017	29	0.018	MIR_2017	clust1
PM_MIR_456	MIR	1975	2017	27	0.007	MIR_2017	clust1
PM_MIR_457	MIR	1976	2017	34	0.021	MIR_2017	clust1
PM_MIR_458	MIR	1977	2017	36	0.024	MIR_2017	clust2
PM_MIR_459	MIR	1978	2017	30	0.014	MIR_2017	clust1
PM_MIR_460	MIR	1979	2017	32	0.018	MIR_2017	clust1
PM_MIR_461	MIR	1980	2017	32	0.014	MIR_2017	clust1
PM_MIR_462	MIR	1981	2017	30	0.014	MIR_2017	clust1
PM_MIR_463	MIR	1982	2017	36	0.045	MIR_2017	clust2
PM_MIR_464	MIR	1983	2017	29	0.015	MIR_2017	clust1
PM_MIR_465	MIR	1984	2017	30	0.02	MIR_2017	clust1
PM_MIR_466	MIR	1985	2017	26	0.005	MIR_2017	clust1
PM_MIR_467	MIR	1986	2017	34	0.026	MIR_2017	clust1
PM_MIR_468	MIR	1987	2017	30	0.017	MIR_2017	clust1
PM_MIR_469	MIR	1988	2017	36	0.036	MIR_2017	clust2
PM_MIR_470	MIR	1989	2017	27	0.016	MIR_2017	clust1
PM_MIR_471	MIR	1990	2017	34	0.039	MIR_2017	clust1
PM_MIR_472	MIR	1991	2017	31	0.028	MIR_2017	clust1
PM_MIR_473	MIR	1992	2017	32	0.029	MIR_2017	clust1
PM_MIR_474	MIR	1993	2017	29	0.016	MIR_2017	clust1
PM_MIR_475	MIR	1994	2017	33	0.021	MIR_2017	clust1
PM_MIR_476	MIR	1995	2017	28	0.032	MIR_2017	clust1
PM_MIR_477	MIR	1996	2017	33	0.024	MIR_2017	clust1
PM_MIR_478	MIR	1997	2017	23	0.01	MIR_2017	clust1
PM_MIR_479	MIR	1998	2017	26	0.012	MIR_2017	clust1
PM_MIR_480	MIR	1999	2017	29	0.013	MIR_2017	clust1
PM_MIR_481	MIR	2000	2017	31	0.019	MIR_2017	clust1
PM_MIR_482	MIR	2001	2017	30	0.023	MIR_2017	clust1
PM_MIR_483	MIR	2002	2017	32	0.022	MIR_2017	clust1
PM_MIR_484	MIR	2003	2017	35	0.031	MIR_2017	clust2
PM_MIR_485	MIR	2004	2017	24	0.006	MIR_2017	clust1
PM_MIR_486	MIR	2005	2017	30	0.011	MIR_2017	clust1
PM_MIR_487	MIR	2006	2017	24	0.007	MIR_2017	clust1
PM_MIR_488	MIR	2007	2017	32	0.023	MIR_2017	clust1
PM_MIR_489	MIR	2008	2017	30	0.014	MIR_2017	clust1
PM_MIR_490	MIR	2009	2017	25	0.006	MIR_2017	clust1
PM_MIR_491	MIR	2010	2017	28	0.016	MIR_2017	clust1
PM_MIR_492	MIR	2011	2017	25	0.01	MIR_2017	clust1
PM_MIR_493	MIR	2012	2017	25	0.007	MIR_2017	clust1
PM_MIR_494	MIR	2013	2017	34	0.039	MIR_2017	clust1
PM_MIR_495	MIR	2014	2017	27	0.009	MIR_2017	clust1
PM_MIR_496	MIR	2015	2017	32	0.029	MIR_2017	clust1
PM_MIR_497	MIR	2016	2017	27	0.015	MIR_2017	clust1
PM_MIR_498	MIR	2017	2017	32	0.027	MIR_2017	clust1
PM_MIR_499	MIR	2018	2017	40	0.054	MIR_2017	clust2
PM_MIR_500	MIR	2019	2017	27	0.013	MIR_2017	clust1
PM_MIR_501	MIR	2020	2017	26	0.01	MIR_2017	clust1
PM_MIR_502	MIR	2021	2017	30	0.016	MIR_2017	clust1
PM_MIR_503	MIR	2022	2017	33	0.029	MIR_2017	clust1
PM_MIR_504	MIR	2023	2017	29	0.017	MIR_2017	clust1
PM_MIR_505	MIR	2024	2017	35	0.03	MIR_2017	clust2
PM_MIR_506	MIR	2025	2017	35	0.038	MIR_2017	clust2
PM_MIR_507	MIR	2026	2017	23	0.005	MIR_2017	clust1
PM_MIR_508	MIR	2027	2017	25	0.009	MIR_2017	clust1
PM_MIR_509	MIR	2028	2017	38	0.036	MIR_2017	clust2
PM_MIR_510	MIR	2029	2017	24	0.005	MIR_2017	clust1
PM_MIR_511	MIR	2030	2017	30	0.019	MIR_2017	clust1
PM_MIR_512	MIR	2031	2017	30	0.026	MIR_2017	clust1
PM_MIR_513	MIR	2032	2017	24	0.005	MIR_2017	clust1
PM_MIR_514	MIR	2033	2017	37	0.053	MIR_2017	clust2
PM_MIR_515	MIR	2034	2017	33	0.026	MIR_2017	clust1
PM_MIR_516	MIR	2035	2017	48	0.12	MIR_2017	clust2
PM_MIR_517	MIR	2036	2017	24	0.008	MIR_2017	clust1
PM_MIR_518	MIR	2037	2017	35	0.046	MIR_2017	clust2
PM_MIR_519	MIR	2038	2017	26	0.01	MIR_2017	clust1
PM_MIR_520	MIR	2039	2017	25	0.011	MIR_2017	clust1
PM_MIR_521	MIR	2040	2017	30	0.028	MIR_2017	clust1
PM_MIR_522	MIR	2041	2017	29	0.012	MIR_2017	clust1
PM_MIR_523	MIR	2042	2017	33	0.023	MIR_2017	clust1
PM_MIR_524	MIR	2043	2017	30	0.032	MIR_2017	clust1
PM_MIR_525	MIR	2044	2017	30	0.018	MIR_2017	clust1
PM_MIR_526	MIR	2045	2017	24	0.009	MIR_2017	clust1
PM_MIR_527	MIR	2046	2017	33	0.033	MIR_2017	clust1
PM_MIR_528	MIR	2047	2017	35	0.023	MIR_2017	clust2
PM_MIR_529	MIR	2048	2017	30	0.022	MIR_2017	clust1
PM_MIR_530	MIR	2049	2017	33	0.025	MIR_2017	clust1
PM_MIR_531	MIR	2050	2017	26	0.01	MIR_2017	clust1
PM_MIR_532	MIR	2051	2017	33	0.028	MIR_2017	clust1
PM_MIR_533	MIR	2052	2017	31	0.021	MIR_2017	clust1
PM_MIR_534	MIR	2053	2017	24	0.011	MIR_2017	clust1
PM_MIR_535	MIR	2054	2017	33	0.034	MIR_2017	clust1
PM_MIR_536	MIR	2055	2017	27	0.011	MIR_2017	clust1
PM_MIR_537	MIR	2056	2017	33	0.033	MIR_2017	clust1
PM_MIR_538	MIR	2057	2017	36	0.051	MIR_2017	clust2
PM_MIR_539	MIR	2058	2017	36	0.033	MIR_2017	clust2
PM_MIR_540	MIR	2059	2017	26	0.011	MIR_2017	clust1
PM_MIR_541	MIR	2060	2017	32	0.03	MIR_2017	clust1
PM_MIR_542	MIR	2061	2017	27	0.017	MIR_2017	clust1
PM_MIR_543	MIR	2062	2017	29	0.02	MIR_2017	clust1
PM_MIR_544	MIR	2063	2017	29	0.024	MIR_2017	clust1
PM_MIR_545	MIR	2064	2017	25	0.009	MIR_2017	clust1
PM_MIR_546	MIR	2065	2017	25	0.011	MIR_2017	clust1
PM_MIR_547	MIR	2066	2017	27	0.014	MIR_2017	clust1
PM_MIR_548	MIR	2067	2017	31	0.021	MIR_2017	clust1
PM_MIR_549	MIR	2068	2017	29	0.015	MIR_2017	clust1
PM_MIR_550	MIR	2069	2017	31	0.023	MIR_2017	clust1
PM_MIR_551	MIR	2070	2017	28	0.011	MIR_2017	clust1
PM_MIR_552	MIR	2071	2017	25	0.009	MIR_2017	clust1
PM_MIR_553	MIR	2072	2017	32	0.021	MIR_2017	clust1
PM_MIR_554	MIR	2073	2017	32	0.024	MIR_2017	clust1
PM_MIR_555	MIR	2074	2017	32	0.03	MIR_2017	clust1
PM_MIR_556	MIR	2075	2017	35	0.045	MIR_2017	clust2
PM_MIR_557	MIR	2076	2017	33	0.02	MIR_2017	clust1
PM_MIR_558	MIR	2077	2017	34	0.036	MIR_2017	clust1
PM_MIR_559	MIR	2078	2017	35	0.029	MIR_2017	clust2
PM_MIR_560	MIR	2079	2017	36	0.047	MIR_2017	clust2
PM_MIR_561	MIR	2080	2017	41	0.097	MIR_2017	clust2
PM_MIR_562	MIR	2081	2017	33	0.026	MIR_2017	clust1
PM_MIR_563	MIR	2082	2017	35	0.044	MIR_2017	clust2
PM_MIR_564	MIR	2083	2017	33	0.024	MIR_2017	clust1
PM_MIR_565	MIR	2084	2017	32	0.026	MIR_2017	clust1
PM_MIR_566	MIR	2085	2017	30	0.02	MIR_2017	clust1
PM_MIR_567	MIR	2086	2017	37	0.055	MIR_2017	clust2
PM_MIR_568	MIR	2087	2017	30	0.021	MIR_2017	clust1
PM_MIR_569	MIR	2088	2017	33	0.023	MIR_2017	clust1
PM_MIR_570	MIR	2089	2017	37	0.054	MIR_2017	clust2
PM_MIR_571	MIR	2090	2017	42	0.08	MIR_2017	clust2
PM_MIR_572	MIR	2091	2017	34	0.033	MIR_2017	clust1
PM_MIR_573	MIR	2092	2017	30	0.02	MIR_2017	clust1
PM_MIR_574	MIR	2093	2017	33	0.015	MIR_2017	clust1
PM_MIR_575	MIR	2094	2017	40	0.03	MIR_2017	clust2
PM_MIR_576	MIR	2095	2017	33	0.03	MIR_2017	clust1
PM_MIR_577	MIR	2096	2017	36	0.032	MIR_2017	clust2
PM_MIR_578	MIR	2097	2017	33	0.021	MIR_2017	clust1
PM_MIR_579	MIR	2098	2017	31	0.014	MIR_2017	clust1
PM_MIR_580	MIR	2099	2017	34	0.037	MIR_2017	clust1
PM_MIR_581	MIR	2100	2017	41	0.08	MIR_2017	clust2
PM_MIR_582	MIR	2101	2017	40	0.077	MIR_2017	clust2
PM_MIR_583	MIR	2102	2017	34	0.036	MIR_2017	clust1
PM_MIR_584	MIR	2103	2017	37	0.059	MIR_2017	clust2
PM_MIR_585	MIR	2104	2017	41	0.062	MIR_2017	clust2
PM_MIR_586	MIR	2105	2017	31	0.023	MIR_2017	clust1
PM_MIR_587	MIR	2106	2017	44	0.109	MIR_2017	clust2
PM_MIR_588	MIR	2107	2017	40	0.066	MIR_2017	clust2
PM_MIR_589	MIR	2108	2017	37	0.054	MIR_2017	clust2
PM_MIR_590	MIR	2109	2017	30	0.021	MIR_2017	clust1
PM_MIR_591	MIR	2110	2017	38	0.057	MIR_2017	clust2
PM_MIR_592	MIR	2111	2017	42	0.087	MIR_2017	clust2
PM_MIR_593	MIR	2112	2017	36	0.052	MIR_2017	clust2
PM_MIR_594	MIR	2113	2017	33	0.02	MIR_2017	clust1
PM_MIR_595	MIR	2114	2017	40	0.057	MIR_2017	clust2
PM_MIR_596	MIR	2115	2017	37	0.037	MIR_2017	clust2
PM_MIR_597	MIR	2116	2017	37	0.052	MIR_2017	clust2
PM_MIR_598	MIR	2117	2017	38	0.05	MIR_2017	clust2
PM_MIR_599	MIR	2118	2017	39	0.057	MIR_2017	clust2
PM_MIR_600	MIR	2119	2017	32	0.023	MIR_2017	clust1
PM_MIR_601	MIR	2120	2017	41	0.075	MIR_2017	clust2
PM_MIR_602	MIR	2121	2017	31	0.025	MIR_2017	clust1
PM_MIR_603	MIR	2122	2017	37	0.038	MIR_2017	clust2
PM_MIR_604	MIR	2123	2017	50	0.202	MIR_2017	clust3
PM_MIR_605	MIR	2124	2017	30	0.016	MIR_2017	clust1
PM_MIR_606	MIR	2125	2017	47	0.165	MIR_2017	clust2
PM_MIR_607	MIR	2126	2017	41	0.102	MIR_2017	clust2
PM_MIR_608	MIR	2127	2017	42	0.093	MIR_2017	clust2
PM_MIR_609	MIR	2128	2017	33	0.029	MIR_2017	clust1
PM_MIR_610	MIR	2129	2017	40	0.08	MIR_2017	clust2
PM_MIR_611	MIR	2130	2017	29	0.013	MIR_2017	clust1
PM_MIR_612	MIR	2131	2017	38	0.062	MIR_2017	clust2
PM_MIR_613	MIR	2132	2017	36	0.036	MIR_2017	clust2
PM_MIR_614	MIR	2133	2017	36	0.047	MIR_2017	clust2
PM_MIR_615	MIR	2134	2017	29	0.02	MIR_2017	clust1
PM_MIR_616	MIR	2135	2017	38	0.051	MIR_2017	clust2
PM_MIR_617	MIR	2136	2017	35	0.036	MIR_2017	clust2
PM_MIR_618	MIR	2137	2017	35	0.029	MIR_2017	clust2
PM_MIR_619	MIR	2138	2017	34	0.037	MIR_2017	clust1
PM_MIR_620	MIR	2139	2017	37	0.059	MIR_2017	clust2
PM_MIR_621	MIR	2140	2017	37	0.049	MIR_2017	clust2
PM_MIR_622	MIR	2141	2017	33	0.039	MIR_2017	clust1
PM_MIR_623	MIR	2142	2017	35	0.037	MIR_2017	clust2
PM_MIR_624	MIR	2143	2017	36	0.053	MIR_2017	clust2
PM_MIR_625	MIR	2144	2017	35	0.033	MIR_2017	clust2
PM_MIR_626	MIR	2145	2017	39	0.057	MIR_2017	clust2
PM_MIR_627	MIR	2146	2017	33	0.032	MIR_2017	clust1
PM_MIR_628	MIR	2147	2017	30	0.021	MIR_2017	clust1
PM_MIR_629	MIR	2148	2017	28	0.026	MIR_2017	clust1
PM_MIR_630	MIR	2149	2017	30	0.023	MIR_2017	clust1
PM_MIR_631	MIR	2150	2017	36	0.065	MIR_2017	clust2
PM_MIR_632	MIR	2151	2017	33	0.034	MIR_2017	clust1
PM_MIR_633	MIR	2152	2017	40	0.059	MIR_2017	clust2
PM_MIR_634	MIR	2153	2017	34	0.037	MIR_2017	clust1
PM_MIR_635	MIR	2154	2017	30	0.03	MIR_2017	clust1
PM_MIR_636	MIR	2155	2017	35	0.043	MIR_2017	clust2
PM_MIR_637	MIR	2156	2017	28	0.023	MIR_2017	clust1
PM_MIR_638	MIR	2157	2017	27	0.018	MIR_2017	clust1
PM_MIR_639	MIR	2158	2017	36	0.059	MIR_2017	clust2
PM_MIR_640	MIR	2159	2017	38	0.052	MIR_2017	clust2
PM_MIR_641	MIR	2160	2017	30	0.022	MIR_2017	clust1
PM_MIR_642	MIR	2161	2017	29	0.011	MIR_2017	clust1
PM_MIR_643	MIR	2162	2017	24	0.009	MIR_2017	clust1
PM_MIR_644	MIR	2163	2017	31	0.016	MIR_2017	clust1
PM_MIR_645	MIR	2164	2017	35	0.026	MIR_2017	clust2
PM_MIR_646	MIR	2165	2017	34	0.038	MIR_2017	clust1
PM_MIR_647	MIR	2166	2017	35	0.012	MIR_2017	clust2
PM_MIR_648	MIR	2167	2017	33	0.039	MIR_2017	clust1
PM_MIR_649	MIR	2168	2017	25	0.01	MIR_2017	clust1
PM_MIR_650	MIR	2169	2017	34	0.046	MIR_2017	clust1
PM_MIR_651	MIR	2170	2017	27	0.017	MIR_2017	clust1
PM_MIR_652	MIR	2171	2017	39	0.036	MIR_2017	clust2
PM_MIR_653	MIR	2172	2017	31	0.027	MIR_2017	clust1
PM_MIR_654	MIR	2173	2017	28	0.027	MIR_2017	clust1
PM_MIR_655	MIR	2174	2017	33	0.033	MIR_2017	clust1
PM_MIR_656	MIR	2175	2017	31	0.019	MIR_2017	clust1
PM_MIR_657	MIR	2176	2017	29	0.013	MIR_2017	clust1
PM_MIR_658	MIR	2177	2017	31	0.027	MIR_2017	clust1
PM_MIR_659	MIR	2178	2017	27	0.012	MIR_2017	clust1
PM_MIR_660	MIR	2179	2017	33	0.029	MIR_2017	clust1
PM_MIR_661	MIR	2180	2017	30	0.02	MIR_2017	clust1
PM_MIR_662	MIR	2181	2017	30	0.022	MIR_2017	clust1
PM_MIR_663	MIR	2182	2017	28	0.012	MIR_2017	clust1
