OffspringID	Length	Weight	Class	loc	ClusterIndex	Probability	FatherID	MotherID
PM_BAD_001	22	0.011	1	BAD	1	1.0000	*1	#1
PM_BAD_002	23	0.009	2	BAD	2	0.3333	*2	#2
PM_BAD_003	20	0.007	1	BAD	1	1.0000	*1	#1
PM_BAD_004	25	0.012	2	BAD	2	0.3333	*3	#2
PM_BAD_005	25	0.014	2	BAD	2	0.3333	*2	#2
PM_BAD_006	27	0.018	2	BAD	1	1.0000	*1	#1
PM_BAD_007	23	0.008	2	BAD	2	0.3333	*2	#2
PM_BAD_008	20	0.006	1	BAD	1	1.0000	*1	#1
PM_BAD_009	26	0.011	2	BAD	2	0.3333	*2	#2
PM_BAD_010	24	0.011	2	BAD	1	1.0000	*1	#1
PM_BAD_011	25	0.008	2	BAD	2	0.3333	*2	#2
PM_BAD_012	23	0.01	2	BAD	2	0.3333	*3	#2
PM_BAD_013	20	0.003	1	BAD	3	1.0000	*4	#3
PM_BAD_014	29	0.017	2	BAD	1	1.0000	*1	#1
PM_BAD_015	26	0.015	2	BAD	1	1.0000	*1	#1
PM_BAD_016	19	0.003	1	BAD	2	0.3333	*2	#2
PM_BAD_017	24	0.011	2	BAD	1	1.0000	*1	#1
PM_BAD_018	27	0.018	2	BAD	2	0.3333	*2	#2
PM_BAD_019	22	0.011	1	BAD	1	1.0000	*1	#1
PM_BAD_020	20	0.006	1	BAD	1	1.0000	*1	#1
PM_BAD_021	22	0.013	1	BAD	2	0.3333	*2	#2
PM_BAD_022	25	0.017	2	BAD	2	0.3333	*2	#2
PM_BAD_023	21	0.008	1	BAD	2	0.3333	*2	#2
PM_BAD_024	26	0.018	2	BAD	4	1.0000	*5	#4
PM_BAD_025	23	0.011	2	BAD	2	0.3333	*3	#2
PM_BAD_026	28	0.018	2	BAD	3	1.0000	*4	#3
PM_BAD_027	23	0.011	2	BAD	1	1.0000	*1	#1
PM_BAD_028	21	0.008	1	BAD	3	1.0000	*4	#3
PM_BAD_029	27	0.018	2	BAD	1	1.0000	*1	#1
PM_BAD_030	26	0.014	2	BAD	3	1.0000	*4	#3
PM_BAD_031	25	0.013	2	BAD	1	1.0000	*1	#1
PM_BAD_032	25	0.014	2	BAD	1	1.0000	*1	#1
PM_BAD_033	23	0.014	1	BAD	2	0.3333	*2	#2
PM_BAD_034	21	0.008	1	BAD	3	1.0000	*4	#3
PM_BAD_035	25	0.012	2	BAD	1	1.0000	*1	#1
PM_BAD_036	26	0.014	2	BAD	2	0.3333	*2	#2
PM_BAD_037	26	0.015	2	BAD	1	1.0000	*1	#1
PM_BEI_001	44	0.11	2	BEI	1	0.9999	*1	#1
PM_BEI_002	34	0.038	1	BEI	2	0.9959	*2	#2
PM_BEI_003	40	0.06	2	BEI	3	1.0000	*3	#3
PM_BEI_004	34	0.039	1	BEI	4	1.0000	*4	#4
PM_BEI_005	30	0.025	1	BEI	2	0.9959	*5	#5
PM_BEI_006	38	0.051	1	BEI	1	0.9999	*1	#6
PM_BEI_007	38	0.038	2	BEI	5	1.0000	*6	#7
PM_BEI_008	40	0.062	2	BEI	6	1.0000	*7	#8
PM_BEI_009	51	0.082	1	BEI	7	1.0000	*8	#9
PM_BEI_010	40	0.066	2	BEI	8	0.9995	*9	#10
PM_BEI_011	40	0.057	1	BEI	9	0.6050	*10	#11
PM_BEI_012	34	0.035	1	BEI	10	0.9994	*11	#12
PM_BEI_013	28	0.017	1	BEI	11	0.9998	*12	#13
PM_BEI_014	32	0.022	1	BEI	2	0.9959	*5	#14
PM_BEI_015	35	0.042	1	BEI	8	0.9995	*9	#15
PM_BEI_016	38	0.046	1	BEI	1	0.9999	*13	#6
PM_BEI_017	42	0.077	2	BEI	12	0.9980	*14	#16
PM_BEI_018	37	0.039	1	BEI	13	1.0000	*15	#17
PM_BEI_019	42	0.064	1	BEI	2	0.9959	*16	#14
PM_BEI_020	38	0.053	1	BEI	6	1.0000	*7	#8
PM_BEI_021	45	0.085	2	BEI	6	1.0000	*7	#18
PM_BEI_022	39	0.055	1	BEI	14	0.7963	*17	#19
PM_BEI_023	36	0.046	1	BEI	15	1.0000	*18	#20
PM_BEI_024	41	0.07	2	BEI	16	1.0000	*19	#21
PM_BEI_025	40	0.056	1	BEI	2	0.9959	*2	#22
PM_BEI_026	37	0.028	2	BEI	8	0.9995	*9	#15
PM_BEI_027	38	0.049	1	BEI	8	0.9995	*9	#10
PM_BEI_028	36	0.053	1	BEI	17	0.9992	*20	#23
PM_BEI_029	40	0.062	2	BEI	17	0.9992	*20	#23
PM_BEI_030	31	0.03	1	BEI	6	1.0000	*7	#18
PM_BEI_031	38	0.04	2	BEI	8	0.9995	*9	#24
PM_BEI_032	35	0.033	1	BEI	2	0.9959	*21	#14
PM_BEI_033	43	0.083	2	BEI	4	1.0000	*4	#4
PM_BEI_034	39	0.061	2	BEI	6	1.0000	*7	#18
PM_BEI_035	35	0.045	1	BEI	2	0.9959	*5	#14
PM_BEI_036	35	0.035	1	BEI	18	1.0000	*22	#25
PM_BEI_037	28	0.021	1	BEI	19	1.0000	*23	#26
PM_BEI_038	42	0.082	2	BEI	9	0.6050	*10	#11
PM_BEI_039	51	0.138	2	BEI	7	1.0000	*24	#9
PM_BEI_040	34	0.033	1	BEI	20	1.0000	*25	#27
PM_BEI_041	39	0.049	1	BEI	21	0.9999	*26	#28
PM_BEI_042	41	0.077	2	BEI	22	1.0000	*27	#29
PM_BEI_043	39	0.061	2	BEI	9	0.6050	*10	#11
PM_BEI_044	30	0.026	1	BEI	19	1.0000	*23	#26
PM_BEI_045	48	0.121	2	BEI	1	0.9999	*1	#30
PM_BEI_046	41	0.071	2	BEI	23	1.0000	*28	#31
PM_BEI_047	42	0.095	2	BEI	18	1.0000	*22	#25
PM_BEI_048	39	0.049	1	BEI	8	0.9995	*29	#24
PM_BEI_049	40	0.055	1	BEI	6	1.0000	*7	#32
PM_BEI_050	39	0.046	1	BEI	6	1.0000	*7	#32
PM_BEI_051	49	0.142	2	BEI	8	0.9995	*9	#15
PM_BEI_052	36	0.038	1	BEI	24	1.0000	*30	#33
PM_BEI_053	30	0.035	1	BEI	25	0.9999	*31	#34
PM_BEI_054	39	0.062	2	BEI	26	0.9995	*32	#35
PM_BEI_055	33	0.039	1	BEI	2	0.9959	*21	#22
PM_BEI_056	38	0.053	1	BEI	12	0.9980	*14	#16
PM_BEI_057	34	0.047	1	BEI	24	1.0000	*30	#33
PM_BEI_058	32	0.033	1	BEI	27	1.0000	*33	#36
PM_BEI_059	48	0.121	2	BEI	1	0.9999	*1	#37
PM_BEI_060	33	0.03	1	BEI	9	0.6050	*34	#11
PM_BEI_061	43	0.08	2	BEI	6	1.0000	*7	#18
PM_BEI_062	42	0.071	2	BEI	1	0.9999	*1	#30
PM_BEI_063	33	0.033	1	BEI	8	0.9995	*29	#38
PM_BEI_064	37	0.041	1	BEI	2	0.9959	*5	#5
PM_BEI_065	38	0.049	1	BEI	1	0.9999	*1	#1
PM_BEI_066	31	0.022	1	BEI	24	1.0000	*30	#33
PM_BEI_067	38	0.046	1	BEI	1	0.9999	*13	#6
PM_BEI_068	33	0.033	1	BEI	25	0.9999	*31	#34
PM_BEI_069	43	0.075	2	BEI	28	0.7965	*35	#39
PM_BEI_070	33	0.039	1	BEI	2	0.9959	*2	#22
PM_BEI_071	43	0.088	2	BEI	2	0.9959	*2	#22
PM_BEI_072	32	0.025	1	BEI	29	1.0000	*36	#40
PM_BEI_073	40	0.066	2	BEI	9	0.6050	*10	#11
PM_BEI_074	28	0.015	1	BEI	30	0.9961	*37	#41
PM_BEI_075	32	0.029	1	BEI	22	1.0000	*27	#29
PM_BEI_076	34	0.035	1	BEI	3	1.0000	*3	#3
PM_BEI_077	30	0.018	1	BEI	29	1.0000	*36	#40
PM_BEI_078	40	0.052	1	BEI	24	1.0000	*30	#33
PM_BEI_079	34	0.033	1	BEI	9	0.6050	*38	#11
PM_BEI_080	39	0.07	2	BEI	23	1.0000	*28	#31
PM_BET_001	31	0.019	1	BET	1	1.0000	*1	#1
PM_BET_002	33	0.019	1	BET	2	1.0000	*2	#2
PM_BET_003	33	0.015	2	BET	2	1.0000	*2	#2
PM_BET_004	33	0.019	1	BET	3	1.0000	*3	#3
PM_BET_005	31	0.014	1	BET	3	1.0000	*3	#3
PM_BET_007	32	0.018	1	BET	3	1.0000	*3	#3
PM_BET_008	28	0.014	1	BET	4	1.0000	*4	#4
PM_BET_009	35	0.021	2	BET	2	1.0000	*2	#2
PM_BET_010	30	0.013	1	BET	3	1.0000	*3	#3
PM_BET_011	36	0.036	2	BET	1	1.0000	*1	#1
PM_BET_012	27	0.014	1	BET	4	1.0000	*4	#4
PM_BET_013	35	0.016	2	BET	2	1.0000	*2	#2
PM_BET_014	28	0.011	1	BET	1	1.0000	*1	#1
PM_BET_015	29	0.012	1	BET	4	1.0000	*4	#5
PM_BET_016	27	0.011	1	BET	1	1.0000	*1	#1
PM_BET_017	28	0.015	1	BET	4	1.0000	*4	#4
PM_BET_018	28	0.011	1	BET	4	1.0000	*4	#5
PM_BET_019	28	0.013	1	BET	3	1.0000	*3	#3
PM_BET_020	36	0.064	2	BET	5	0.6969	*5	#6
PM_BET_021	32	0.027	1	BET	6	0.9112	*6	#7
PM_BET_022	34	0.045	2	BET	7	0.9908	*7	#8
PM_BET_023	36	0.047	2	BET	8	1.0000	*8	#9
PM_BET_024	37	0.075	2	BET	9	1.0000	*9	#10
PM_BET_025	37	0.046	2	BET	10	0.4943	*10	#11
PM_BET_026	33	0.028	1	BET	10	0.4943	*11	#12
PM_BET_027	40	0.073	2	BET	11	1.0000	*12	#13
PM_BET_028	35	0.042	2	BET	10	0.4943	*13	#14
PM_BET_029	38	0.063	2	BET	12	0.7440	*14	#15
PM_BET_030	35	0.024	1	BET	13	1.0000	*15	#16
PM_BET_031	39	0.056	2	BET	7	0.9908	*7	#17
PM_BET_033	26	0.017	1	BET	6	0.9112	*6	#18
PM_BET_034	33	0.034	1	BET	10	0.4943	*16	#19
PM_BET_035	40	0.076	2	BET	14	0.6049	*17	#20
PM_BET_036	38	0.054	2	BET	15	0.9983	*18	#21
PM_BET_038	35	0.035	2	BET	16	0.9998	*19	#22
PM_BET_039	40	0.054	2	BET	15	0.9983	*20	#21
PM_BET_040	28	0.022	1	BET	10	0.4943	*13	#23
PM_BET_042	29	0.019	1	BET	7	0.9908	*21	#8
PM_BET_043	27	0.014	1	BET	6	0.9112	*6	#24
PM_BET_045	35	0.051	2	BET	17	1.0000	*22	#25
PM_BET_046	34	0.046	2	BET	18	0.9956	*23	#26
PM_BET_047	38	0.072	2	BET	14	0.6049	*24	#27
PM_BET_048	35	0.04	2	BET	19	0.9951	*25	#28
PM_BET_049	40	0.074	2	BET	10	0.4943	*10	#29
PM_BET_050	32	0.018	1	BET	9	1.0000	*26	#10
PM_BET_051	34	0.046	2	BET	9	1.0000	*9	#10
PM_BET_052	30	0.035	1	BET	14	0.6049	*24	#20
PM_BET_053	37	0.062	2	BET	7	0.9908	*7	#30
PM_BET_054	34	0.043	2	BET	6	0.9112	*6	#18
PM_BET_056	38	0.073	2	BET	10	0.4943	*11	#19
PM_BET_057	39	0.077	2	BET	20	0.9999	*27	#31
PM_BET_058	35	0.053	2	BET	21	0.9992	*28	#32
PM_BET_059	39	0.047	2	BET	15	0.9983	*20	#21
PM_BET_060	38	0.071	2	BET	22	0.9411	*29	#33
PM_BET_061	40	0.073	2	BET	23	0.5668	*30	#34
PM_BET_062	38	0.055	2	BET	6	0.9112	*6	#24
PM_BET_063	36	0.034	2	BET	24	0.6472	*31	#35
PM_BET_064	37	0.041	2	BET	25	0.9983	*32	#36
PM_BET_065	34	0.034	1	BET	26	0.8933	*33	#37
PM_BET_066	36	0.073	2	BET	7	0.9908	*7	#8
PM_BET_067	36	0.068	2	BET	10	0.4943	*11	#12
PM_BET_068	34	0.036	2	BET	26	0.8933	*33	#38
PM_BET_069	30	0.026	1	BET	27	1.0000	*34	#39
PM_BET_071	37	0.037	2	BET	28	0.9994	*35	#40
PM_BET_072	36	0.069	2	BET	29	1.0000	*36	#41
PM_BET_073	33	0.025	1	BET	7	0.9908	*21	#17
PM_BET_074	37	0.039	2	BET	10	0.4943	*37	#29
PM_BET_075	34	0.033	1	BET	30	0.9487	*38	#42
PM_BET_076	39	0.055	2	BET	11	1.0000	*12	#13
PM_BET_078	33	0.018	1	BET	23	0.5668	*30	#34
PM_BET_079	35	0.041	2	BET	10	0.4943	*11	#19
PM_BET_080	28	0.012	1	BET	31	0.9999	*39	#43
PM_BET_081	30	0.024	1	BET	6	0.9112	*6	#24
PM_BET_082	30	0.014	1	BET	22	0.9411	*29	#44
PM_BET_083	27	0.012	1	BET	27	1.0000	*34	#39
PM_BET_084	40	0.088	2	BET	9	1.0000	*9	#10
PM_BET_085	42	0.119	2	BET	10	0.4943	*11	#12
PM_BET_086	47	0.146	2	BET	32	0.9908	*40	#45
PM_BET_087	48	0.147	2	BET	33	1.0000	*41	#46
PM_BET_088	44	0.12	2	BET	10	0.4943	*11	#11
PM_BET_089	49	0.163	2	BET	10	0.4943	*11	#11
PM_BET_090	44	0.123	2	BET	10	0.4943	*13	#14
PM_BET_091	41	0.09	2	BET	10	0.4943	*13	#11
PM_BET_092	39	0.08	2	BET	10	0.4943	*11	#19
PM_BET_093	45	0.11	2	BET	33	1.0000	*41	#46
PM_BET_094	49	0.163	2	BET	10	0.4943	*11	#19
PM_BET_095	43	0.1	2	BET	2	1.0000	*42	#2
PM_BET_098	48	0.177	2	BET	22	0.9411	*29	#47
PM_BET_099	41	0.07	2	BET	34	1.0000	*43	#48
PM_BET_100	50	0.184	2	BET	6	0.9112	*6	#49
PM_BET_101	42	0.079	2	BET	22	0.9411	*29	#44
PM_BET_102	42	0.09	2	BET	10	0.4943	*11	#12
PM_BET_103	20	0.006	1	BET	35	1.0000	*44	#50
PM_BET_104	45	0.142	2	BET	7	0.9908	*7	#8
PM_BET_105	40	0.061	2	BET	34	1.0000	*43	#48
PM_BET_106	45	0.112	2	BET	10	0.4943	*11	#19
PM_BET_107	42	0.079	2	BET	32	0.9908	*40	#45
PM_BET_108	46	0.137	2	BET	36	0.9873	*45	#51
PM_BET_109	43	0.113	2	BET	23	0.5668	*30	#52
PM_BET_110	38	0.053	2	BET	26	0.8933	*33	#53
PM_BET_111	41	0.066	2	BET	23	0.5668	*30	#54
PM_BET_112	42	0.088	2	BET	10	0.4943	*10	#11
PM_BET_113	43	0.092	2	BET	33	1.0000	*41	#46
PM_BET_114	45	0.118	2	BET	10	0.4943	*11	#12
PM_BET_117	47	0.113	2	BET	25	0.9983	*32	#36
PM_BET_118	50	0.167	2	BET	11	1.0000	*12	#13
PM_BET_119	40	0.055	2	BET	10	0.4943	*13	#23
PM_BET_120	44	0.121	2	BET	14	0.6049	*24	#27
PM_BET_122	46	0.113	2	BET	15	0.9983	*20	#21
PM_BET_123	25	0.01	1	BET	4	1.0000	*4	#5
PM_BET_126	24	0.004	1	BET	4	1.0000	*4	#5
PM_BET_127	27	0.009	1	BET	1	1.0000	*1	#1
PM_BET_128	43	0.042	1	BET	3	1.0000	*3	#3
PM_BET_129	27	0.011	1	BET	1	1.0000	*1	#1
PM_BET_130	23	0.009	1	BET	1	1.0000	*1	#1
PM_BET_132	29	0.009	1	BET	1	1.0000	*1	#1
PM_BET_133	25	0.005	1	BET	4	1.0000	*4	#4
PM_BET_134	23	0.007	1	BET	2	1.0000	*2	#2
PM_BET_135	51	0.212	2	BET	24	0.6472	*46	#35
PM_BET_136	44	0.108	2	BET	37	1.0000	*47	#55
PM_BET_137	41	0.093	2	BET	37	1.0000	*47	#55
PM_BET_138	46	0.153	2	BET	5	0.6969	*48	#6
PM_BET_139	49	0.183	2	BET	37	1.0000	*47	#56
PM_BRL_001	55	0.289	2	BRL	1	1.0000	*1	#1
PM_BRL_002	55	0.215	2	BRL	2	0.9972	*2	#2
PM_BRL_003	58	0.272	2	BRL	3	1.0000	*3	#3
PM_BRL_004	50	0.186	2	BRL	4	0.9999	*4	#4
PM_BRL_005	45	0.108	2	BRL	4	0.9999	*4	#4
PM_BRL_006	58	0.316	2	BRL	5	0.9979	*5	#5
PM_BRL_007	53	0.207	2	BRL	6	0.9996	*6	#6
PM_BRL_008	55	0.217	2	BRL	7	0.9999	*7	#7
PM_BRL_009	44	0.123	2	BRL	3	1.0000	*3	#3
PM_BRL_010	44	0.115	2	BRL	8	1.0000	*8	#8
PM_BRL_011	43	0.104	2	BRL	9	1.0000	*9	#9
PM_BRL_012	43	0.095	2	BRL	10	1.0000	*10	#10
PM_BRL_013	50	0.156	2	BRL	11	1.0000	*11	#11
PM_BRL_014	47	0.118	2	BRL	12	0.9977	*12	#12
PM_BRL_015	52	0.205	2	BRL	13	0.9998	*13	#13
PM_BRL_016	54	0.205	2	BRL	14	1.0000	*14	#14
PM_BRL_017	46	0.137	2	BRL	11	1.0000	*11	#15
PM_BRL_018	47	0.11	2	BRL	15	1.0000	*15	#16
PM_BRL_019	44	0.107	2	BRL	3	1.0000	*3	#3
PM_BRL_020	54	0.217	2	BRL	16	0.9979	*16	#17
PM_BRL_021	52	0.224	2	BRL	17	0.9998	*17	#18
PM_BRL_022	49	0.174	2	BRL	18	1.0000	*18	#19
PM_BRL_023	57	0.249	2	BRL	19	0.5037	*19	#20
PM_BRL_024	49	0.186	2	BRL	20	1.0000	*20	#21
PM_BRL_025	48	0.172	2	BRL	11	1.0000	*11	#11
PM_BRL_026	56	0.239	2	BRL	21	1.0000	*21	#22
PM_BRL_027	54	0.238	2	BRL	9	1.0000	*9	#9
PM_BRL_028	47	0.142	2	BRL	22	0.9973	*22	#23
PM_BRL_029	42	0.95	1	BRL	23	0.9983	*23	#24
PM_BRL_030	43	0.95	1	BRL	24	1.0000	*24	#25
PM_BRL_031	55	0.229	2	BRL	19	0.5037	*19	#26
PM_BRL_032	48	139	1	BRL	4	0.9999	*25	#4
PM_BRL_033	55	0.236	2	BRL	10	1.0000	*10	#10
PM_CAT_001	40	0.045	1	CAT	1	1.0000	*1	#1
PM_CAT_004	45	0.054	1	CAT	1	1.0000	*2	#2
PM_CAT_005	43	0.065	1	CAT	2	1.0000	*3	#3
PM_CAT_006	45	0.075	2	CAT	3	0.6498	*4	#4
PM_CAT_008	46	0.099	2	CAT	3	0.6498	*5	#5
PM_CAT_009	46	0.082	2	CAT	4	0.9986	*6	#6
PM_CAT_010	45	0.071	2	CAT	5	0.7003	*7	#7
PM_CAT_011	41	0.051	1	CAT	5	0.7003	*7	#8
PM_CAT_013	39	0.06	1	CAT	6	0.9974	*8	#9
PM_CAT_014	46	0.088	2	CAT	1	1.0000	*9	#10
PM_CAT_015	42	0.071	1	CAT	1	1.0000	*10	#10
PM_CAT_016	45	0.087	2	CAT	6	0.9974	*8	#11
PM_CAT_017	50	0.137	2	CAT	1	1.0000	*2	#1
PM_CAT_018	52	0.124	2	CAT	1	1.0000	*11	#12
PM_CAT_019	53	0.138	2	CAT	1	1.0000	*12	#13
PM_CAT_020	44	0.076	2	CAT	7	1.0000	*13	#14
PM_CAT_021	48	0.1	2	CAT	3	0.6498	*5	#4
PM_CAT_022	49	0.107	2	CAT	8	0.9032	*14	#15
PM_CAT_023	49	0.117	2	CAT	1	1.0000	*15	#16
PM_CAT_024	49	0.131	2	CAT	1	1.0000	*16	#17
PM_CAT_025	50	0.12	2	CAT	9	1.0000	*17	#18
PM_CAT_026	48	0.079	2	CAT	1	1.0000	*15	#12
PM_CAT_027	49	0.111	2	CAT	1	1.0000	*15	#12
PM_CAT_029	48	0.098	2	CAT	10	0.9997	*18	#19
PM_CAT_030	41	0.071	1	CAT	1	1.0000	*16	#17
PM_CAT_032	41	0.056	1	CAT	1	1.0000	*19	#20
PM_CAT_033	45	0.094	2	CAT	9	1.0000	*17	#18
PM_CAT_035	52	0.148	2	CAT	9	1.0000	*17	#18
PM_CAT_036	51	0.146	2	CAT	1	1.0000	*16	#17
PM_CAT_037	39	0.041	1	CAT	2	1.0000	*3	#3
PM_CAT_038	43	0.072	1	CAT	1	1.0000	*15	#16
PM_CAT_040	50	0.115	2	CAT	1	1.0000	*16	#17
PM_CAT_041	50	0.137	2	CAT	9	1.0000	*17	#18
PM_CAT_042	45	0.051	1	CAT	2	1.0000	*3	#3
PM_CAT_043	46	0.073	2	CAT	1	1.0000	*15	#21
PM_CAT_044	44	0.069	1	CAT	9	1.0000	*17	#18
PM_CAT_045	38	0.032	1	CAT	1	1.0000	*19	#22
PM_CAT_046	49	0.121	2	CAT	1	1.0000	*20	#23
PM_CAT_047	51	0.117	2	CAT	1	1.0000	*21	#17
PM_CAT_048	53	0.133	2	CAT	1	1.0000	*16	#17
PM_CAT_049	43	0.047	1	CAT	2	1.0000	*22	#24
PM_CAT_050	45	0.065	1	CAT	1	1.0000	*19	#22
PM_CAT_052	46	0.1	2	CAT	2	1.0000	*22	#24
PM_CAT_053	49	0.103	2	CAT	11	0.9996	*23	#25
PM_CAT_054	40	0.037	1	CAT	10	0.9997	*18	#19
PM_CAT_055	46	0.084	2	CAT	2	1.0000	*22	#24
PM_CAT_056	47	0.104	2	CAT	1	1.0000	*19	#20
PM_CAT_057	48	0.146	2	CAT	2	1.0000	*3	#3
PM_CAT_058	43	0.064	1	CAT	1	1.0000	*15	#16
PM_CAT_059	51	0.096	2	CAT	1	1.0000	*21	#17
PM_CAT_060	46	0.104	2	CAT	2	1.0000	*3	#24
PM_CAT_061	39	0.056	1	CAT	1	1.0000	*16	#17
PM_CAT_062	53	0.143	2	CAT	1	1.0000	*16	#17
PM_CAT_063	37	0.031	1	CAT	1	1.0000	*16	#17
PM_CAT_064	42	0.07	1	CAT	1	1.0000	*16	#17
PM_CAT_065	38	0.043	1	CAT	2	1.0000	*3	#3
PM_CAT_066	49	0.113	2	CAT	2	1.0000	*22	#26
PM_CAT_067	44	0.072	1	CAT	1	1.0000	*19	#23
PM_CAT_068	38	0.041	1	CAT	1	1.0000	*16	#17
PM_CAT_069	44	0.082	2	CAT	1	1.0000	*15	#21
PM_CAT_070	43	0.046	1	CAT	1	1.0000	*19	#10
PM_CAT_071	50	0.128	2	CAT	1	1.0000	*1	#1
PM_CAT_072	50	0.136	2	CAT	9	1.0000	*17	#18
PM_CAT_073	38	0.029	1	CAT	1	1.0000	*19	#10
PM_CAT_074	47	0.119	2	CAT	2	1.0000	*3	#3
PM_CAT_075	46	0.115	2	CAT	2	1.0000	*3	#3
PM_CAT_076	49	0.143	2	CAT	7	1.0000	*13	#14
PM_CAT_077	52	0.074	2	CAT	9	1.0000	*17	#18
PM_CAT_078	41	0.048	1	CAT	2	1.0000	*3	#3
PM_CAT_079	45	0.08	2	CAT	5	0.7003	*7	#8
PM_CAT_080	45	0.049	1	CAT	1	1.0000	*15	#16
PM_CAT_081	49	0.102	2	CAT	3	0.6498	*5	#4
PM_CAT_082	42	0.033	1	CAT	1	1.0000	*21	#17
PM_CAT_083	48	0.086	2	CAT	7	1.0000	*13	#14
PM_CAT_084	40	0.031	1	CAT	1	1.0000	*9	#10
PM_CAT_085	42	0.054	1	CAT	1	1.0000	*11	#12
PM_CAT_086	43	0.07	1	CAT	2	1.0000	*3	#24
PM_CAT_087	51	0.134	2	CAT	3	0.6498	*5	#4
PM_CAT_088	41	0.075	1	CAT	12	1.0000	*24	#27
PM_CAT_089	48	0.116	2	CAT	2	1.0000	*3	#3
PM_CAT_090	47	0.042	1	CAT	1	1.0000	*12	#13
PM_CAT_091	48	0.057	2	CAT	9	1.0000	*17	#18
PM_CAT_092	49	0.114	2	CAT	1	1.0000	*16	#2
PM_CAT_093	49	0.061	2	CAT	1	1.0000	*11	#12
PM_CAT_094	45	0.079	2	CAT	13	1.0000	*25	#28
PM_CAT_095	44	0.062	1	CAT	9	1.0000	*17	#18
PM_CAT_096	44	0.058	1	CAT	1	1.0000	*26	#10
PM_CAT_097	47	0.092	2	CAT	1	1.0000	*11	#12
PM_CAT_098	47	0.058	1	CAT	6	0.9974	*8	#9
PM_CAT_099	48	0.05	2	CAT	1	1.0000	*2	#1
PM_CAT_100	50	0.118	2	CAT	8	0.9032	*27	#15
PM_CAT_101	45	0.08	2	CAT	3	0.6498	*5	#4
PM_CAT_102	50	0.081	2	CAT	1	1.0000	*21	#17
PM_CAT_103	43	0.041	1	CAT	1	1.0000	*10	#10
PM_CAT_104	40	0.032	1	CAT	1	1.0000	*28	#10
PM_CAT_106	51	0.151	2	CAT	1	1.0000	*2	#1
PM_CAT_107	50	0.096	2	CAT	1	1.0000	*11	#12
PM_CAT_108	46	0.105	2	CAT	1	1.0000	*11	#12
PM_CAT_109	41	0.038	1	CAT	1	1.0000	*1	#1
PM_CAT_110	45	0.076	2	CAT	5	0.7003	*7	#7
PM_CAT_111	39	0.057	1	CAT	1	1.0000	*9	#10
PM_CAT_112	43	0.079	2	CAT	3	0.6498	*4	#4
PM_CAT_113	44	0.047	1	CAT	1	1.0000	*26	#10
PM_CAT_114	42	0.042	1	CAT	1	1.0000	*26	#10
PM_CAT_115	49	0.067	2	CAT	1	1.0000	*20	#23
PM_CAT_116	41	0.031	1	CAT	14	1.0000	*29	#29
PM_CAT_117	50	0.066	2	CAT	1	1.0000	*11	#12
PM_CAT_118	50	0.081	2	CAT	1	1.0000	*1	#1
PM_CAT_119	47	0.075	2	CAT	1	1.0000	*1	#1
PM_CAT_120	45	0.095	2	CAT	15	0.9017	*30	#30
PM_CAT_122	41	0.038	1	CAT	5	0.7003	*7	#7
PM_CAT_123	39	0.045	1	CAT	2	1.0000	*3	#3
PM_CAT_124	43	0.085	2	CAT	12	1.0000	*31	#27
PM_CAT_125	49	0.05	2	CAT	1	1.0000	*11	#12
PM_CAT_126	47	0.052	1	CAT	6	0.9974	*32	#31
PM_CAT_127	50	0.118	2	CAT	1	1.0000	*21	#17
PM_CAT_128	45	0.065	1	CAT	9	1.0000	*17	#18
PM_CAT_129	53	0.115	2	CAT	4	0.9986	*6	#6
PM_CAT_131	52	0.082	2	CAT	1	1.0000	*11	#12
PM_CAT_132	50	0.076	2	CAT	1	1.0000	*19	#10
PM_CAT_133	46	0.082	2	CAT	1	1.0000	*9	#10
PM_CAT_134	44	0.096	2	CAT	5	0.7003	*7	#8
PM_CAT_135	51	0.065	2	CAT	1	1.0000	*19	#10
PM_CAT_136	42	0.081	2	CAT	1	1.0000	*9	#10
PM_CAT_137	44	0.108	2	CAT	12	1.0000	*24	#27
PM_CAT_138	44	0.063	1	CAT	6	0.9974	*33	#31
PM_CAT_139	40	0.039	1	CAT	1	1.0000	*20	#23
PM_CAT_140	41	0.07	1	CAT	1	1.0000	*26	#10
PM_CAT_141	44	0.09	2	CAT	3	0.6498	*5	#4
PM_CAT_142	37	0.047	1	CAT	3	0.6498	*4	#4
PM_CAT_143	39	0.064	1	CAT	2	1.0000	*3	#3
PM_CAT_144	39	0.04	1	CAT	8	0.9032	*27	#15
PM_CAT_145	52	0.108	2	CAT	1	1.0000	*11	#12
PM_CAT_146	50	0.076	2	CAT	12	1.0000	*34	#27
PM_CAT_147	47	0.075	2	CAT	1	1.0000	*1	#1
PM_CAT_148	40	0.031	1	CAT	14	1.0000	*29	#29
PM_CAT_149	43	0.036	1	CAT	1	1.0000	*10	#10
PM_CAT_150	37	0.037	1	CAT	1	1.0000	*2	#1
PM_CAT_151	43	0.054	1	CAT	1	1.0000	*10	#10
PM_CAT_152	50	0.085	2	CAT	2	1.0000	*22	#26
PM_CAT_153	44	0.043	1	CAT	8	0.9032	*27	#15
PM_CAT_155	45	0.057	1	CAT	1	1.0000	*21	#16
PM_CAT_156	44	0.037	1	CAT	6	0.9974	*32	#31
PM_CAT_157	43	0.035	1	CAT	1	1.0000	*12	#13
