OffspringID	Length	Weight	Class	loc	ClusterIndex	Probability	FatherID	MotherID
PM_MIR_386	28	0.023	1	MIR	74	1.0000	*156	#158
PM_MIR_387	28	0.009	1	MIR	93	0.9820	*157	#162
PM_MIR_388	31	0.027	1	MIR	41	1.0000	*55	#144
PM_MIR_389	35	0.019	1	MIR	14	1.0000	*48	#61
PM_MIR_390	31	0.018	1	MIR	87	1.0000	*134	#146
PM_MIR_392	28	0.012	1	MIR	8	1.0000	*158	#56
PM_MIR_393	26	0.008	1	MIR	68	1.0000	*97	#163
PM_MIR_394	30	0.013	1	MIR	75	1.0000	*110	#118
PM_MIR_395	26	0.008	1	MIR	94	0.5040	*159	#164
PM_MIR_396	33	0.032	1	MIR	9	1.0000	*10	#10
PM_MIR_397	40	0.072	2	MIR	42	1.0000	*160	#57
PM_MIR_398	28	0.018	1	MIR	95	1.0000	*161	#165
PM_MIR_399	29	0.01	1	MIR	16	1.0000	*146	#166
PM_MIR_400	32	0.023	1	MIR	85	1.0000	*128	#139
PM_MIR_403	27	0.016	1	MIR	96	0.4792	*162	#167
PM_MIR_404	27	0.015	1	MIR	79	1.0000	*163	#129
PM_MIR_405	28	0.012	1	MIR	15	0.9990	*41	#38
PM_MIR_406	28	0.021	1	MIR	97	0.9549	*164	#168
PM_MIR_407	35	0.03	1	MIR	62	1.0000	*86	#91
PM_MIR_408	31	0.021	1	MIR	98	1.0000	*165	#169
PM_MIR_409	34	0.066	2	MIR	95	1.0000	*161	#165
PM_MIR_410	36	0.04	2	MIR	38	1.0000	*51	#48
PM_MIR_411	27	0.012	1	MIR	44	1.0000	*166	#60
PM_MIR_412	38	0.043	2	MIR	99	1.0000	*167	#170
PM_MIR_413	35	0.042	2	MIR	34	1.0000	*44	#51
PM_MIR_414	25	0.008	1	MIR	9	1.0000	*10	#113
PM_MIR_417	33	0.034	2	MIR	60	1.0000	*168	#88
PM_MIR_418	36	0.04	2	MIR	12	1.0000	*13	#15
PM_MIR_419	31	0.023	1	MIR	8	1.0000	*49	#56
PM_MIR_420	25	0.011	1	MIR	15	0.9990	*169	#102
PM_MIR_421	27	0.011	1	MIR	99	1.0000	*167	#170
PM_MIR_424	28	0.014	1	MIR	18	1.0000	*96	#20
PM_MIR_425	35	0.029	1	MIR	54	1.0000	*73	#74
PM_MIR_427	29	0.018	1	MIR	89	1.0000	*147	#152
PM_MIR_428	28	0.013	1	MIR	4	1.0000	*170	#4
PM_MIR_430	35	0.027	1	MIR	9	1.0000	*10	#10
PM_MIR_432	31	0.022	1	MIR	29	1.0000	*37	#37
PM_MIR_433	33	0.015	1	MIR	78	1.0000	*117	#124
PM_MIR_434	27	0.008	1	MIR	68	1.0000	*97	#105
PM_MIR_435	34	0.039	2	MIR	31	1.0000	*40	#55
PM_MIR_436	28	0.014	1	MIR	14	1.0000	*59	#61
PM_MIR_438	31	0.02	1	MIR	16	1.0000	*18	#33
PM_MIR_440	27	0.009	1	MIR	94	0.5040	*171	#171
PM_MIR_441	24	0.007	1	MIR	55	1.0000	*172	#143
PM_MIR_442	28	0.013	1	MIR	26	1.0000	*29	#172
PM_MIR_443	28	0.014	1	MIR	22	1.0000	*173	#24
PM_MIR_444	33	0.017	1	MIR	100	0.9790	*174	#173
PM_MIR_445	31	0.025	1	MIR	96	0.4792	*175	#174
PM_MIR_446	30	0.018	1	MIR	54	1.0000	*73	#74
PM_MIR_447	27	0.01	1	MIR	27	1.0000	*176	#53
PM_MIR_449	33	0.02	1	MIR	42	1.0000	*177	#131
PM_MIR_452	30	0.02	1	MIR	31	1.0000	*75	#77
PM_MIR_454	36	0.038	2	MIR	15	0.9990	*41	#38
PM_MIR_455	29	0.018	1	MIR	78	1.0000	*117	#124
PM_MIR_457	34	0.021	1	MIR	16	1.0000	*33	#86
PM_MIR_458	36	0.024	1	MIR	28	1.0000	*178	#175
PM_MIR_459	30	0.014	1	MIR	101	0.9841	*179	#176
PM_MIR_460	32	0.018	1	MIR	18	1.0000	*20	#20
PM_MIR_461	32	0.014	1	MIR	45	0.4905	*77	#79
PM_MIR_463	36	0.045	2	MIR	31	1.0000	*75	#77
PM_MIR_464	29	0.015	1	MIR	38	1.0000	*51	#50
PM_MIR_466	26	0.005	1	MIR	12	1.0000	*13	#82
PM_MIR_467	34	0.026	1	MIR	19	1.0000	*21	#21
PM_MIR_468	30	0.017	1	MIR	14	1.0000	*28	#177
PM_MIR_472	31	0.028	1	MIR	92	1.0000	*180	#161
PM_MIR_473	32	0.029	1	MIR	20	1.0000	*22	#22
PM_MIR_474	29	0.016	1	MIR	14	1.0000	*59	#100
PM_MIR_475	33	0.021	1	MIR	102	0.9821	*181	#178
PM_MIR_476	28	0.032	1	MIR	8	1.0000	*14	#59
PM_MIR_477	33	0.024	1	MIR	103	0.9821	*182	#179
PM_MIR_478	23	0.01	1	MIR	27	1.0000	*111	#32
PM_MIR_479	26	0.012	1	MIR	34	1.0000	*44	#51
PM_MIR_480	29	0.013	1	MIR	70	1.0000	*103	#111
PM_MIR_483	32	0.022	1	MIR	96	0.4792	*175	#174
PM_MIR_484	35	0.031	1	MIR	82	1.0000	*183	#133
PM_MIR_487	24	0.007	1	MIR	23	1.0000	*25	#25
PM_MIR_488	32	0.023	1	MIR	16	1.0000	*184	#33
PM_MIR_490	25	0.006	1	MIR	28	1.0000	*178	#180
PM_MIR_491	28	0.016	1	MIR	104	0.9509	*185	#181
PM_MIR_492	25	0.01	1	MIR	62	1.0000	*186	#182
PM_MIR_493	25	0.007	1	MIR	105	0.9570	*187	#183
PM_MIR_496	32	0.029	1	MIR	54	1.0000	*73	#74
PM_MIR_497	27	0.015	1	MIR	64	1.0000	*188	#94
PM_MIR_498	32	0.027	1	MIR	51	0.9820	*69	#70
PM_MIR_501	26	0.01	1	MIR	26	1.0000	*31	#149
PM_MIR_502	30	0.016	1	MIR	40	1.0000	*54	#184
PM_MIR_504	29	0.017	1	MIR	18	1.0000	*189	#20
PM_MIR_506	35	0.038	2	MIR	95	1.0000	*161	#165
PM_MIR_507	23	0.005	1	MIR	64	1.0000	*88	#94
PM_MIR_508	25	0.009	1	MIR	64	1.0000	*88	#94
PM_MIR_509	38	0.036	1	MIR	98	1.0000	*190	#169
PM_MIR_510	24	0.005	1	MIR	99	1.0000	*191	#170
PM_MIR_511	30	0.019	1	MIR	12	1.0000	*13	#185
PM_MIR_512	30	0.026	1	MIR	85	1.0000	*128	#139
PM_MIR_514	37	0.053	2	MIR	95	1.0000	*161	#165
PM_MIR_515	33	0.026	1	MIR	42	1.0000	*177	#57
PM_MIR_517	24	0.008	1	MIR	106	0.9961	*192	#186
PM_MIR_518	35	0.046	2	MIR	45	0.4905	*77	#147
PM_MIR_520	25	0.011	1	MIR	24	1.0000	*26	#26
PM_MIR_522	29	0.012	1	MIR	14	1.0000	*140	#100
PM_MIR_523	33	0.023	1	MIR	14	1.0000	*59	#61
PM_MIR_525	30	0.018	1	MIR	8	1.0000	*14	#187
PM_MIR_526	24	0.009	1	MIR	107	0.9559	*193	#188
PM_MIR_529	30	0.022	1	MIR	8	1.0000	*49	#9
PM_MIR_530	33	0.025	1	MIR	55	1.0000	*194	#125
PM_MIR_531	26	0.01	1	MIR	20	1.0000	*195	#22
PM_MIR_532	33	0.028	1	MIR	108	0.9564	*196	#189
PM_MIR_534	24	0.011	1	MIR	29	1.0000	*37	#37
PM_MIR_535	33	0.034	2	MIR	109	0.9851	*197	#190
PM_MIR_536	27	0.011	1	MIR	110	0.9619	*198	#191
PM_MIR_539	36	0.033	1	MIR	16	1.0000	*199	#18
PM_MIR_541	32	0.03	1	MIR	43	1.0000	*57	#58
PM_MIR_542	27	0.017	1	MIR	111	0.9820	*200	#192
PM_MIR_543	29	0.02	1	MIR	23	1.0000	*25	#25
PM_MIR_544	29	0.024	1	MIR	22	1.0000	*24	#24
PM_MIR_545	25	0.009	1	MIR	41	1.0000	*55	#144
PM_MIR_546	25	0.011	1	MIR	22	1.0000	*173	#193
PM_MIR_547	27	0.014	1	MIR	62	1.0000	*186	#182
PM_MIR_548	31	0.021	1	MIR	8	1.0000	*49	#36
PM_MIR_549	29	0.015	1	MIR	112	1.0000	*201	#194
PM_MIR_550	31	0.023	1	MIR	64	1.0000	*88	#94
PM_MIR_551	28	0.011	1	MIR	45	0.4905	*136	#95
PM_MIR_552	25	0.009	1	MIR	14	1.0000	*48	#195
PM_MIR_553	32	0.021	1	MIR	67	0.9970	*94	#101
PM_MIR_554	32	0.024	1	MIR	12	1.0000	*202	#66
PM_MIR_555	32	0.03	1	MIR	18	1.0000	*20	#20
PM_MIR_557	33	0.02	1	MIR	64	1.0000	*88	#94
PM_MIR_559	35	0.029	1	MIR	49	1.0000	*67	#68
PM_MIR_561	41	0.097	2	MIR	95	1.0000	*161	#165
PM_MIR_563	35	0.044	2	MIR	26	1.0000	*31	#29
PM_MIR_564	33	0.024	1	MIR	28	1.0000	*178	#35
PM_MIR_565	32	0.026	1	MIR	8	1.0000	*49	#36
PM_MIR_566	30	0.02	1	MIR	39	1.0000	*53	#196
PM_MIR_567	37	0.055	2	MIR	62	1.0000	*141	#182
PM_MIR_568	30	0.021	1	MIR	112	1.0000	*203	#194
PM_MIR_570	37	0.054	2	MIR	14	1.0000	*204	#100
PM_MIR_571	42	0.08	2	MIR	24	1.0000	*205	#26
PM_MIR_572	34	0.033	1	MIR	113	0.9598	*206	#197
PM_MIR_573	30	0.02	1	MIR	8	1.0000	*30	#30
PM_MIR_575	40	0.03	1	MIR	56	0.9990	*76	#78
PM_MIR_577	36	0.032	1	MIR	99	1.0000	*191	#170
PM_MIR_579	31	0.014	1	MIR	96	0.4792	*175	#167
PM_MIR_582	40	0.077	2	MIR	29	1.0000	*37	#37
PM_MIR_584	37	0.059	2	MIR	55	1.0000	*172	#198
PM_MIR_586	31	0.023	1	MIR	114	0.9750	*207	#199
PM_MIR_587	44	0.109	2	MIR	38	1.0000	*208	#154
PM_MIR_590	30	0.021	1	MIR	21	1.0000	*133	#23
PM_MIR_592	42	0.087	2	MIR	115	0.9821	*209	#200
PM_MIR_594	33	0.02	1	MIR	8	1.0000	*49	#201
PM_MIR_598	38	0.05	2	MIR	28	1.0000	*178	#175
PM_MIR_601	41	0.075	2	MIR	116	0.3490	*210	#202
PM_MIR_602	31	0.025	1	MIR	75	1.0000	*110	#203
PM_MIR_604	50	0.202	3	MIR	14	1.0000	*59	#61
PM_MIR_608	42	0.093	2	MIR	117	0.9690	*211	#204
PM_MIR_609	33	0.029	1	MIR	42	1.0000	*121	#131
PM_MIR_611	29	0.013	1	MIR	55	1.0000	*99	#103
PM_MIR_613	36	0.036	2	MIR	25	1.0000	*27	#27
PM_MIR_615	29	0.02	1	MIR	94	0.5040	*171	#164
PM_MIR_616	38	0.051	2	MIR	55	1.0000	*212	#198
PM_MIR_618	35	0.029	1	MIR	55	1.0000	*74	#125
PM_MIR_619	34	0.037	2	MIR	34	1.0000	*44	#80
PM_MIR_621	37	0.049	2	MIR	34	1.0000	*44	#51
PM_MIR_624	36	0.053	2	MIR	24	1.0000	*205	#26
PM_MIR_626	39	0.057	2	MIR	64	1.0000	*88	#94
PM_MIR_627	33	0.032	1	MIR	106	0.9961	*192	#186
PM_MIR_628	30	0.021	1	MIR	26	1.0000	*83	#172
PM_MIR_629	28	0.026	1	MIR	17	1.0000	*19	#19
PM_MIR_631	36	0.065	2	MIR	29	1.0000	*37	#37
PM_MIR_632	33	0.034	2	MIR	48	1.0000	*154	#67
PM_MIR_633	40	0.059	2	MIR	5	1.0000	*5	#5
PM_MIR_634	34	0.037	2	MIR	8	1.0000	*9	#201
PM_MIR_635	30	0.03	1	MIR	8	1.0000	*14	#36
PM_MIR_637	28	0.023	1	MIR	1	0.9990	*62	#6
PM_MIR_639	36	0.059	2	MIR	55	1.0000	*99	#109
PM_MIR_640	38	0.052	2	MIR	8	1.0000	*14	#187
PM_MIR_641	30	0.022	1	MIR	16	1.0000	*33	#86
PM_MIR_643	24	0.009	1	MIR	55	1.0000	*130	#109
PM_MIR_644	31	0.016	1	MIR	14	1.0000	*48	#97
PM_MIR_646	34	0.038	2	MIR	42	1.0000	*121	#205
PM_MIR_647	35	0.012	2	MIR	118	0.4851	*213	#206
PM_MIR_648	33	0.039	2	MIR	16	1.0000	*184	#73
PM_MIR_649	25	0.01	1	MIR	99	1.0000	*167	#170
PM_MIR_651	27	0.017	1	MIR	42	1.0000	*56	#57
PM_MIR_653	31	0.027	1	MIR	86	1.0000	*152	#140
PM_MIR_654	28	0.027	1	MIR	23	1.0000	*25	#25
PM_MIR_655	33	0.033	1	MIR	74	1.0000	*109	#158
PM_MIR_656	31	0.019	1	MIR	58	1.0000	*79	#83
PM_MIR_657	29	0.013	1	MIR	44	1.0000	*166	#60
PM_MIR_658	31	0.027	1	MIR	42	1.0000	*121	#131
PM_MIR_659	27	0.012	1	MIR	85	1.0000	*128	#139
PM_MIR_660	33	0.029	1	MIR	64	1.0000	*88	#94
PM_MIR_661	30	0.02	1	MIR	40	1.0000	*54	#52
PM_MIR_662	30	0.022	1	MIR	45	0.4905	*77	#147
PM_MIR_663	28	0.012	1	MIR	45	0.4905	*60	#147
PM_MIS_001	39	0.027	2	MIS	1	1.0000	*1	#1
PM_MIS_002	36	0.03	2	MIS	1	1.0000	*2	#2
PM_MIS_003	37	0.027	2	MIS	1	1.0000	*2	#3
PM_MIS_004	36	0.028	2	MIS	1	1.0000	*1	#4
PM_MIS_005	39	0.043	3	MIS	1	1.0000	*2	#3
PM_MIS_006	40	0.041	3	MIS	1	1.0000	*2	#3
PM_MIS_007	31	0.027	1	MIS	1	1.0000	*3	#1
PM_MIS_008	37	0.036	3	MIS	1	1.0000	*4	#5
PM_MIS_009	32	0.033	1	MIS	1	1.0000	*2	#3
PM_MIS_010	37	0.045	3	MIS	1	1.0000	*2	#6
PM_MIS_011	35	0.027	2	MIS	2	1.0000	*5	#7
PM_MIS_012	40	0.054	3	MIS	1	1.0000	*6	#6
PM_MIS_013	38	0.031	2	MIS	1	1.0000	*4	#3
PM_MIS_014	35	0.032	2	MIS	1	1.0000	*2	#3
PM_MIS_015	39	0.047	3	MIS	1	1.0000	*4	#3
PM_MIS_016	40	0.061	3	MIS	1	1.0000	*2	#3
PM_MIS_017	31	0.028	1	MIS	2	1.0000	*5	#7
PM_MIS_018	38	0.051	3	MIS	1	1.0000	*4	#5
PM_MIS_019	40	0.052	3	MIS	1	1.0000	*2	#3
PM_MIS_020	36	0.029	2	MIS	1	1.0000	*4	#5
PM_MIS_021	36	0.031	2	MIS	1	1.0000	*1	#4
PM_MIS_022	37	0.039	3	MIS	1	1.0000	*4	#5
PM_MIS_023	38	0.034	3	MIS	1	1.0000	*2	#3
PM_MIS_024	37	0.027	2	MIS	1	1.0000	*3	#1
PM_MIS_025	34	0.027	2	MIS	1	1.0000	*3	#2
PM_MIS_026	36	0.027	2	MIS	1	1.0000	*4	#3
PM_MIS_027	37	0.035	3	MIS	1	1.0000	*4	#3
PM_MIS_028	33	0.027	2	MIS	1	1.0000	*1	#4
PM_MIS_029	33	0.034	1	MIS	1	1.0000	*1	#1
PM_MIS_030	36	0.032	2	MIS	2	1.0000	*5	#8
PM_MIS_031	35	0.028	2	MIS	2	1.0000	*5	#8
PM_MIS_032	33	0.026	2	MIS	1	1.0000	*2	#3
PM_MIS_033	35	0.032	2	MIS	2	1.0000	*5	#8
PM_MIS_034	31	0.027	1	MIS	2	1.0000	*5	#7
PM_MIS_035	37	0.031	2	MIS	1	1.0000	*4	#3
PM_MIS_036	40	0.046	3	MIS	1	1.0000	*2	#3
PM_MIS_037	37	0.035	3	MIS	1	1.0000	*4	#3
PM_MUS_001	70	0.38	2	MUS	1	0.9999	*1	#1
PM_MUS_002	66	0.263	1	MUS	2	0.9944	*2	#2
PM_MUS_003	55	0.138	1	MUS	3	0.9958	*3	#3
PM_MUS_004	63	0.161	1	MUS	4	1.0000	*4	#4
PM_MUS_005	65	0.269	1	MUS	5	0.9899	*5	#5
PM_MUS_006	55	0.15	1	MUS	6	1.0000	*6	#6
PM_MUS_007	64	0.251	1	MUS	7	1.0000	*7	#7
PM_MUS_008	68	0.36	2	MUS	8	0.9999	*8	#8
PM_MUS_009	64	0.278	1	MUS	9	0.7824	*9	#9
PM_MUS_010	63	0.252	1	MUS	10	1.0000	*10	#10
PM_MUS_011	59	0.124	1	MUS	11	1.0000	*11	#11
PM_MUS_012	59	0.192	1	MUS	12	1.0000	*12	#12
PM_MUS_013	66	0.231	1	MUS	13	1.0000	*13	#13
PM_MUS_014	71	0.378	2	MUS	14	1.0000	*14	#14
PM_MUS_015	55	0.154	1	MUS	2	0.9944	*2	#15
PM_MUS_016	67	0.314	2	MUS	15	1.0000	*15	#16
PM_MUS_017	69	0.397	2	MUS	16	0.5342	*16	#17
PM_MUS_018	70	0.358	2	MUS	17	1.0000	*17	#18
PM_MUS_019	68	0.319	2	MUS	18	0.7821	*18	#19
PM_MUS_020	62	0.197	1	MUS	7	1.0000	*7	#7
PM_MUS_021	58	0.165	1	MUS	19	0.9794	*19	#20
PM_MUS_022	63	0.279	1	MUS	20	1.0000	*20	#21
PM_MUS_023	71	0.366	2	MUS	21	0.5138	*21	#22
PM_MUS_024	61	0.196	1	MUS	22	1.0000	*22	#23
PM_MUS_025	67	0.326	2	MUS	23	1.0000	*23	#24
PM_MUS_026	68	0.345	2	MUS	24	1.0000	*24	#25
PM_MUS_027	66	0.335	2	MUS	10	1.0000	*25	#10
PM_MUS_028	62	0.24	1	MUS	25	0.9998	*26	#26
PM_MUS_029	60	0.223	1	MUS	26	0.8278	*27	#27
PM_MUS_030	60	0.254	1	MUS	27	1.0000	*28	#28
PM_MUS_031	68	0.438	2	MUS	28	1.0000	*29	#29
PM_MUS_032	68	0.318	2	MUS	14	1.0000	*14	#30
PM_MUS_033	71	0.427	2	MUS	29	0.9958	*30	#31
PM_MUS_034	70	0.405	2	MUS	30	1.0000	*31	#32
PM_MUS_035	64	0.269	1	MUS	31	1.0000	*32	#33
PM_MUS_036	64	0.25	1	MUS	25	0.9998	*33	#26
PM_MUS_037	66	0.329	2	MUS	32	0.9998	*34	#34
PM_MUS_038	56	0.172	1	MUS	17	1.0000	*17	#18
PM_MUS_039	54	0.154	1	MUS	5	0.9899	*5	#35
PM_MUS_040	69	0.376	2	MUS	26	0.8278	*27	#27
PM_MUS_041	60	0.264	1	MUS	16	0.5342	*35	#17
PM_MUS_042	60	0.17	1	MUS	33	1.0000	*36	#36
PM_MUS_043	55	0.223	1	MUS	34	0.9949	*37	#37
PM_MUS_044	70	0.405	2	MUS	35	0.9994	*38	#38
PM_MUS_045	61	0.247	1	MUS	36	1.0000	*39	#39
PM_MUS_046	63	0.207	1	MUS	9	0.7824	*9	#40
PM_MUS_047	66	0.245	1	MUS	37	1.0000	*40	#41
PM_MUS_048	66	0.281	1	MUS	38	1.0000	*41	#42
PM_MUS_049	61	0.21	1	MUS	35	0.9994	*42	#38
PM_MUS_050	71	0.463	2	MUS	15	1.0000	*43	#16
PM_MUS_051	59	0.215	1	MUS	39	1.0000	*44	#43
PM_MUS_052	63	0.293	1	MUS	40	1.0000	*45	#44
PM_MUS_053	68	0.258	1	MUS	41	0.8194	*46	#45
PM_OCQ_397	82	0.846	1	OCQ	1	0.9797	*1	#1
PM_OCQ_398	77	0.654	4	OCQ	2	0.9804	*2	#2
PM_OCQ_399	66	0.423	4	OCQ	3	0.9986	*3	#3
PM_OCQ_400	65	0.446	4	OCQ	4	1.0000	*4	#4
PM_OCQ_401	72	0.552	4	OCQ	5	1.0000	*5	#5
PM_OCQ_402	64	0.473	4	OCQ	4	1.0000	*4	#4
PM_OCQ_403	60	0.333	4	OCQ	6	0.9994	*6	#6
PM_OCQ_404	12	0.002	1	OCQ	7	0.9998	*7	#7
PM_OCQ_405	62	0.333	4	OCQ	8	1.0000	*8	#8
PM_OCQ_406	55	0.262	4	OCQ	9	1.0000	*9	#9
PM_OCQ_407	54	0.207	3	OCQ	10	0.9998	*10	#10
PM_OCQ_408	55	0.176	3	OCQ	11	0.9929	*11	#11
PM_OCQ_409	55	0.248	4	OCQ	12	0.9922	*12	#12
PM_OCQ_410	57	0.254	4	OCQ	13	0.9635	*13	#13
PM_OCQ_411	54	0.116	3	OCQ	14	0.5459	*14	#14
PM_OCQ_412	59	0.233	3	OCQ	10	0.9998	*10	#10
PM_OCQ_413	39	0.068	3	OCQ	13	0.9635	*15	#13
PM_OCQ_414	68	0.252	3	OCQ	15	0.6016	*16	#15
PM_OCQ_415	56	0.218	3	OCQ	16	0.3644	*17	#16
PM_OCQ_416	54	0.208	3	OCQ	17	0.9926	*18	#17
PM_OCQ_417	50	0.187	3	OCQ	15	0.6016	*19	#18
PM_OCQ_418	26	0.019	2	OCQ	18	1.0000	*20	#19
PM_OCQ_419	27	0.033	2	OCQ	19	0.9999	*21	#20
PM_OCQ_420	55	0.268	4	OCQ	20	1.0000	*22	#21
PM_OCQ_421	67	0.513	4	OCQ	21	1.0000	*23	#22
PM_OCQ_422	24	0.025	2	OCQ	22	1.0000	*24	#23
PM_OCQ_423	55	0.203	3	OCQ	23	0.9683	*25	#24
PM_OCQ_424	51	0.159	3	OCQ	21	1.0000	*23	#22
PM_OCQ_425	52	0.191	3	OCQ	24	0.9985	*26	#25
PM_OCQ_426	37	0.074	3	OCQ	25	0.9998	*27	#26
PM_OCQ_427	34	0.028	2	OCQ	26	0.9998	*28	#27
PM_OCQ_428	46	0.108	3	OCQ	27	0.9045	*29	#28
PM_OCQ_429	31	0.027	2	OCQ	28	0.9995	*30	#29
PM_OCQ_430	34	0.064	3	OCQ	29	1.0000	*31	#30
PM_OCQ_431	26	0.024	2	OCQ	26	0.9998	*28	#27
PM_OCQ_432	51	0.169	3	OCQ	30	1.0000	*32	#31
PM_OCQ_433	62	0.393	4	OCQ	31	1.0000	*33	#32
PM_OCQ_434	56	0.196	3	OCQ	31	1.0000	*33	#32
PM_OCQ_435	52	0.167	3	OCQ	32	1.0000	*34	#33
PM_OCQ_436	57	0.216	3	OCQ	27	0.9045	*35	#28
PM_OCQ_437	47	0.084	3	OCQ	33	0.4470	*36	#34
PM_OCQ_438	56	0.221	3	OCQ	34	1.0000	*37	#35
PM_OCQ_439	57	0.243	4	OCQ	15	0.6016	*19	#18
PM_OCQ_440	68	0.471	4	OCQ	35	1.0000	*38	#36
PM_OCQ_441	42	0.112	3	OCQ	30	1.0000	*32	#31
PM_OCQ_442	47	0.104	3	OCQ	27	0.9045	*35	#28
PM_OCQ_443	50	0.166	3	OCQ	14	0.5459	*39	#37
PM_OCQ_444	62	0.314	4	OCQ	13	0.9635	*40	#13
PM_OCQ_445	37	0.044	2	OCQ	36	1.0000	*41	#38
PM_OCQ_446	63	0.336	4	OCQ	20	1.0000	*42	#21
PM_OCQ_447	66	0.292	3	OCQ	16	0.3644	*43	#39
PM_OCQ_448	57	0.29	4	OCQ	20	1.0000	*42	#21
PM_OCQ_449	50	0.091	4	OCQ	15	0.6016	*16	#18
PM_OCQ_450	51	0.136	3	OCQ	37	1.0000	*44	#40
PM_OCQ_451	27	0.012	2	OCQ	18	1.0000	*20	#19
PM_OCQ_452	67	0.367	4	OCQ	16	0.3644	*43	#16
PM_OCQ_453	53	0.146	3	OCQ	38	0.9999	*45	#41
PM_OCQ_454	55	0.162	3	OCQ	36	1.0000	*41	#38
PM_OCQ_455	48	0.112	3	OCQ	13	0.9635	*13	#13
PM_OCQ_456	43	0.087	3	OCQ	35	1.0000	*38	#36
PM_OCQ_457	50	0.136	3	OCQ	27	0.9045	*29	#28
PM_OCQ_458	31	0.049	2	OCQ	39	1.0000	*46	#42
PM_OCQ_459	42	0.129	3	OCQ	30	1.0000	*32	#31
PM_OCQ_460	50	0.147	3	OCQ	40	1.0000	*47	#43
PM_OCQ_461	56	0.206	3	OCQ	27	0.9045	*48	#28
PM_OCQ_462	63	0.326	4	OCQ	38	0.9999	*49	#41
PM_OCQ_463	66	0.407	4	OCQ	15	0.6016	*19	#18
PM_OCQ_464	51	0.147	3	OCQ	41	1.0000	*50	#44
PM_OCQ_465	28	0.026	2	OCQ	18	1.0000	*20	#19
PM_OCQ_466	54	0.172	3	OCQ	31	1.0000	*33	#32
PM_OCQ_467	46	0.107	3	OCQ	13	0.9635	*51	#13
PM_OCQ_468	52	0.197	3	OCQ	42	1.0000	*52	#45
PM_OCQ_469	56	0.196	3	OCQ	43	0.9985	*53	#46
PM_OCQ_470	24	0.022	2	OCQ	44	1.0000	*54	#47
PM_OCQ_471	3	0.011	1	OCQ	45	1.0000	*55	#48
PM_OCQ_472	32	0.009	2	OCQ	46	0.9998	*56	#49
PM_OCQ_473	51	0.122	3	OCQ	47	0.9782	*57	#50
PM_OCQ_474	43	0.109	3	OCQ	32	1.0000	*34	#51
PM_OCQ_475	47	0.093	3	OCQ	32	1.0000	*34	#51
PM_OCQ_476	56	0.227	3	OCQ	13	0.9635	*13	#13
PM_OCQ_477	53	0.176	3	OCQ	23	0.9683	*25	#52
PM_OCQ_478	46	0.072	3	OCQ	15	0.6016	*16	#18
PM_OCQ_479	62	0.276	3	OCQ	13	0.9635	*13	#13
PM_OCQ_480	51	0.126	3	OCQ	40	1.0000	*47	#43
PM_OCQ_481	55	0.147	3	OCQ	13	0.9635	*15	#53
PM_OCQ_482	56	0.272	4	OCQ	48	1.0000	*58	#54
PM_OCQ_483	32	0.021	2	OCQ	33	0.4470	*59	#55
PM_OCQ_484	35	0.033	2	OCQ	49	1.0000	*60	#56
PM_OCQ_485	24	0.013	2	OCQ	50	0.9652	*61	#57
PM_OCQ_486	46	0.169	3	OCQ	35	1.0000	*38	#36
PM_OCQ_487	56	0.227	3	OCQ	51	0.9682	*62	#58
PM_OCQ_488	29	0.013	2	OCQ	33	0.4470	*59	#55
PM_OCQ_489	22	0.01	2	OCQ	50	0.9652	*63	#57
PM_OCQ_490	30	0.012	2	OCQ	49	1.0000	*64	#56
PM_OCQ_491	31	0.026	2	OCQ	52	1.0000	*65	#59
PM_OCQ_492	47	0.153	3	OCQ	53	1.0000	*66	#60
PM_OCQ_493	33	0.029	2	OCQ	33	0.4470	*59	#55
PM_OCQ_494	31	0.047	2	OCQ	33	0.4470	*59	#55
PM_OCQ_495	52	0.16	3	OCQ	43	0.9985	*53	#61
PM_OCQ_496	43	0.112	3	OCQ	10	0.9998	*67	#10
PM_OCQ_497	35	0.041	2	OCQ	33	0.4470	*68	#55
PM_OCQ_498	48	0.142	3	OCQ	41	1.0000	*50	#44
PM_OCQ_499	47	0.21	3	OCQ	54	0.9926	*69	#62
PM_OCQ_500	27	0.021	2	OCQ	14	0.5459	*39	#14
PM_OCQ_501	56	0.252	4	OCQ	55	1.0000	*70	#63
PM_OCQ_502	23	0.016	2	OCQ	56	0.9999	*71	#64
PM_OCQ_503	58	0.252	4	OCQ	34	1.0000	*37	#35
PM_OCQ_504	28	0.014	2	OCQ	33	0.4470	*68	#34
PM_OCQ_505	27	0.016	2	OCQ	57	1.0000	*72	#65
PM_OCQ_506	33	0.021	2	OCQ	26	0.9998	*73	#27
PM_OCQ_507	47	0.182	3	OCQ	32	1.0000	*34	#51
PM_OCQ_508	55	0.219	3	OCQ	14	0.5459	*14	#66
PM_OCQ_509	49	0.171	3	OCQ	43	0.9985	*74	#61
PM_OCQ_510	47	0.141	3	OCQ	16	0.3644	*43	#67
PM_OCQ_511	54	0.202	3	OCQ	58	0.9854	*75	#68
PM_OCQ_512	47	0.159	3	OCQ	42	1.0000	*52	#45
PM_OCQ_513	32	0.053	2	OCQ	59	0.9999	*76	#69
PM_OCQ_514	33	0.027	2	OCQ	33	0.4470	*59	#55
PM_OCQ_515	27	0.033	2	OCQ	45	1.0000	*55	#48
